item,lang,exp,AttachType,verbNum,N1_changed,N2_changed,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target,sent,model,prob
8a,English,Fernandez,low,pl,0,0,the pipe,of the sinks,pipe,sinks,The plumber adjusted the pipe of the sinks that MASKTOKEN cracked.,The plumber adjusted the pipe of the sinks that,$PL,The plumber adjusted the pipe of the sinks that MASKTOKEN cracked.,wikitext-103_LSTM_400_12-d0.2.pt,0.2015928605142392
8a,English,Fernandez,high,pl,0,0,the pipes,of the sink,pipes,sink,The plumber adjusted the pipes of the sink that MASKTOKEN cracked.,The plumber adjusted the pipes of the sink that,$PL,The plumber adjusted the pipes of the sink that MASKTOKEN cracked.,wikitext-103_LSTM_400_12-d0.2.pt,0.1267393952866484
9a,English,Fernandez,low,sg,0,1,the wires,of the speaker,wires,speaker,Mary replaced the wires of the speaker that MASKTOKEN damaged.,Mary replaced the wires of the speaker that,$SG,Mary replaced the wires of the speaker that MASKTOKEN damaged.,wikitext-103_LSTM_400_12-d0.2.pt,0.1206304484137845
9a,English,Fernandez,high,sg,0,1,the wire,of the speakers,wire,speakers,Mary replaced the wire of the speakers that MASKTOKEN damaged.,Mary replaced the wire of the speakers that,$SG,Mary replaced the wire of the speakers that MASKTOKEN damaged.,wikitext-103_LSTM_400_12-d0.2.pt,0.0268226255012677
9a,English,Fernandez,low,pl,0,1,the wire,of the speakers,wire,speakers,Mary replaced the wire of the speakers that MASKTOKEN damaged.,Mary replaced the wire of the speakers that,$PL,Mary replaced the wire of the speakers that MASKTOKEN damaged.,wikitext-103_LSTM_400_12-d0.2.pt,0.1887707772975844
9a,English,Fernandez,high,pl,0,1,the wires,of the speaker,wires,speaker,Mary replaced the wires of the speaker that MASKTOKEN damaged.,Mary replaced the wires of the speaker that,$PL,Mary replaced the wires of the speaker that MASKTOKEN damaged.,wikitext-103_LSTM_400_12-d0.2.pt,0.0662646760510057
10a,English,Fernandez,low,sg,0,0,the recordings,of the song,recordings,song,My brother liked listening to the recordings of the song that MASKTOKEN banned.,My brother liked listening to the recordings of the song that,$SG,My brother liked listening to the recordings of the song that MASKTOKEN banned.,wikitext-103_LSTM_400_12-d0.2.pt,0.1501520562041776
10a,English,Fernandez,high,sg,0,0,the recording,of the songs,recording,songs,My brother liked listening to the recording of the songs that MASKTOKEN banned.,My brother liked listening to the recording of the songs that,$SG,My brother liked listening to the recording of the songs that MASKTOKEN banned.,wikitext-103_LSTM_400_12-d0.2.pt,0.0570022670385022
10a,English,Fernandez,low,pl,0,0,the recording,of the songs,recording,songs,My brother liked listening to the recording of the songs that MASKTOKEN banned.,My brother liked listening to the recording of the songs that,$PL,My brother liked listening to the recording of the songs that MASKTOKEN banned.,wikitext-103_LSTM_400_12-d0.2.pt,0.1810049740589967
10a,English,Fernandez,high,pl,0,0,the recordings,of the song,recordings,song,My brother liked listening to the recordings of the song that MASKTOKEN banned.,My brother liked listening to the recordings of the song that,$PL,My brother liked listening to the recordings of the song that MASKTOKEN banned.,wikitext-103_LSTM_400_12-d0.2.pt,0.1138741807209129
11a,English,Fernandez,low,sg,1,1,the covers,of the pot,covers,pot,The chef couldn’t find the covers of the pot that MASKTOKEN clean.,The chef couldn’t find the covers of the pot that,$SG,The chef couldn’t find the covers of the pot that MASKTOKEN clean.,wikitext-103_LSTM_400_12-d0.2.pt,0.1667132770772035
11a,English,Fernandez,high,sg,1,1,the cover,of the pots,cover,pots,The chef couldn’t find the cover of the pots that MASKTOKEN clean.,The chef couldn’t find the cover of the pots that,$SG,The chef couldn’t find the cover of the pots that MASKTOKEN clean.,wikitext-103_LSTM_400_12-d0.2.pt,0.1242452968761353
11a,English,Fernandez,low,pl,1,1,the cover,of the pots,cover,pots,The chef couldn’t find the cover of the pots that MASKTOKEN clean.,The chef couldn’t find the cover of the pots that,$PL,The chef couldn’t find the cover of the pots that MASKTOKEN clean.,wikitext-103_LSTM_400_12-d0.2.pt,0.2844070722760818
11a,English,Fernandez,high,pl,1,1,the covers,of the pot,covers,pot,The chef couldn’t find the covers of the pot that MASKTOKEN clean.,The chef couldn’t find the covers of the pot that,$PL,The chef couldn’t find the covers of the pot that MASKTOKEN clean.,wikitext-103_LSTM_400_12-d0.2.pt,0.2347397109072346
12a,English,Fernandez,low,sg,0,1,the keys,of the car,keys,car,The thief took the keys of the car that MASKTOKEN outside.,The thief took the keys of the car that,$SG,The thief took the keys of the car that MASKTOKEN outside.,wikitext-103_LSTM_400_12-d0.2.pt,0.1434711516597033
12a,English,Fernandez,high,sg,0,1,the key,of the cars,key,cars,The thief took the key of the cars that MASKTOKEN outside.,The thief took the key of the cars that,$SG,The thief took the key of the cars that MASKTOKEN outside.,wikitext-103_LSTM_400_12-d0.2.pt,0.0870439722947509
12a,English,Fernandez,low,pl,0,1,the key,of the cars,key,cars,The thief took the key of the cars that MASKTOKEN outside.,The thief took the key of the cars that,$PL,The thief took the key of the cars that MASKTOKEN outside.,wikitext-103_LSTM_400_12-d0.2.pt,0.1348742878583237
12a,English,Fernandez,high,pl,0,1,the keys,of the car,keys,car,The thief took the keys of the car that MASKTOKEN outside.,The thief took the keys of the car that,$PL,The thief took the keys of the car that MASKTOKEN outside.,wikitext-103_LSTM_400_12-d0.2.pt,0.0813333556088125
13a,English,Fernandez,low,sg,0,0,the daughters,of the hostage,daughters,hostage,The journalist was unable to interview the daughters of the hostage that MASKTOKEN waiting.,The journalist was unable to interview the daughters of the hostage that,$SG,The journalist was unable to interview the daughters of the hostage that MASKTOKEN waiting.,wikitext-103_LSTM_400_12-d0.2.pt,0.0664740448847585
13a,English,Fernandez,high,sg,0,0,the daughter,of the hostages,daughter,hostages,The journalist was unable to interview the daughter of the hostages that MASKTOKEN waiting.,The journalist was unable to interview the daughter of the hostages that,$SG,The journalist was unable to interview the daughter of the hostages that MASKTOKEN waiting.,wikitext-103_LSTM_400_12-d0.2.pt,0.0292360531958024
13a,English,Fernandez,low,pl,0,0,the daughter,of the hostages,daughter,hostages,The journalist was unable to interview the daughter of the hostages that MASKTOKEN waiting.,The journalist was unable to interview the daughter of the hostages that,$PL,The journalist was unable to interview the daughter of the hostages that MASKTOKEN waiting.,wikitext-103_LSTM_400_12-d0.2.pt,0.1849586114336538
13a,English,Fernandez,high,pl,0,0,the daughters,of the hostage,daughters,hostage,The journalist was unable to interview the daughters of the hostage that MASKTOKEN waiting.,The journalist was unable to interview the daughters of the hostage that,$PL,The journalist was unable to interview the daughters of the hostage that MASKTOKEN waiting.,wikitext-103_LSTM_400_12-d0.2.pt,0.1115785792053856
14a,English,Fernandez,low,sg,0,0,the teachers,of the student,teachers,student,Patricia saw the teachers of the student that MASKTOKEN in class.,Patricia saw the teachers of the student that,$SG,Patricia saw the teachers of the student that MASKTOKEN in class.,wikitext-103_LSTM_400_12-d0.2.pt,0.0390956073827339
14a,English,Fernandez,high,sg,0,0,the teacher,of the students,teacher,students,Patricia saw the teacher of the students that MASKTOKEN in class.,Patricia saw the teacher of the students that,$SG,Patricia saw the teacher of the students that MASKTOKEN in class.,wikitext-103_LSTM_400_12-d0.2.pt,0.0167864317205328
14a,English,Fernandez,low,pl,0,0,the teacher,of the students,teacher,students,Patricia saw the teacher of the students that MASKTOKEN in class.,Patricia saw the teacher of the students that,$PL,Patricia saw the teacher of the students that MASKTOKEN in class.,wikitext-103_LSTM_400_12-d0.2.pt,0.1785975989188557
14a,English,Fernandez,high,pl,0,0,the teachers,of the student,teachers,student,Patricia saw the teachers of the student that MASKTOKEN in class.,Patricia saw the teachers of the student that,$PL,Patricia saw the teachers of the student that MASKTOKEN in class.,wikitext-103_LSTM_400_12-d0.2.pt,0.093397160727747
15a,English,Fernandez,low,sg,0,0,the managers,of the assistant,managers,assistant,Linda wrote to the managers of the assistant that MASKTOKEN late.,Linda wrote to the managers of the assistant that,$SG,Linda wrote to the managers of the assistant that MASKTOKEN late.,wikitext-103_LSTM_400_12-d0.2.pt,0.012160533948581
15a,English,Fernandez,high,sg,0,0,the manager,of the assistants,manager,assistants,Linda wrote to the manager of the assistants that MASKTOKEN late.,Linda wrote to the manager of the assistants that,$SG,Linda wrote to the manager of the assistants that MASKTOKEN late.,wikitext-103_LSTM_400_12-d0.2.pt,0.0102242936545096
15a,English,Fernandez,low,pl,0,0,the manager,of the assistants,manager,assistants,Linda wrote to the manager of the assistants that MASKTOKEN late.,Linda wrote to the manager of the assistants that,$PL,Linda wrote to the manager of the assistants that MASKTOKEN late.,wikitext-103_LSTM_400_12-d0.2.pt,0.0223827245107131
15a,English,Fernandez,high,pl,0,0,the managers,of the assistant,managers,assistant,Linda wrote to the managers of the assistant that MASKTOKEN late.,Linda wrote to the managers of the assistant that,$PL,Linda wrote to the managers of the assistant that MASKTOKEN late.,wikitext-103_LSTM_400_12-d0.2.pt,0.0183595983517221
16a,English,Fernandez,low,sg,0,0,the guides,of the tourist,guides,tourist,The hotel director didn’t want to see the guides of the tourist that MASKTOKEN angry.,The hotel director didn’t want to see the guides of the tourist that,$SG,The hotel director didn’t want to see the guides of the tourist that MASKTOKEN angry.,wikitext-103_LSTM_400_12-d0.2.pt,0.0768495999272005
16a,English,Fernandez,high,sg,0,0,the guide,of the tourists,guide,tourists,The hotel director didn’t want to see the guide of the tourists that MASKTOKEN angry.,The hotel director didn’t want to see the guide of the tourists that,$SG,The hotel director didn’t want to see the guide of the tourists that MASKTOKEN angry.,wikitext-103_LSTM_400_12-d0.2.pt,0.0340962770557382
16a,English,Fernandez,low,pl,0,0,the guide,of the tourists,guide,tourists,The hotel director didn’t want to see the guide of the tourists that MASKTOKEN angry.,The hotel director didn’t want to see the guide of the tourists that,$PL,The hotel director didn’t want to see the guide of the tourists that MASKTOKEN angry.,wikitext-103_LSTM_400_12-d0.2.pt,0.3079529492744512
16a,English,Fernandez,high,pl,0,0,the guides,of the tourist,guides,tourist,The hotel director didn’t want to see the guides of the tourist that MASKTOKEN angry.,The hotel director didn’t want to see the guides of the tourist that,$PL,The hotel director didn’t want to see the guides of the tourist that MASKTOKEN angry.,wikitext-103_LSTM_400_12-d0.2.pt,0.260050962422568
17a,English,Fernandez,low,sg,0,0,the clients,of the lawyer,clients,lawyer,The receptionist greeted the clients of the lawyer that MASKTOKEN chatting.,The receptionist greeted the clients of the lawyer that,$SG,The receptionist greeted the clients of the lawyer that MASKTOKEN chatting.,wikitext-103_LSTM_400_12-d0.2.pt,0.0490587801447333
17a,English,Fernandez,high,sg,0,0,the client,of the lawyers,client,lawyers,The receptionist greeted the client of the lawyers that MASKTOKEN chatting.,The receptionist greeted the client of the lawyers that,$SG,The receptionist greeted the client of the lawyers that MASKTOKEN chatting.,wikitext-103_LSTM_400_12-d0.2.pt,0.0321154532577274
17a,English,Fernandez,low,pl,0,0,the client,of the lawyers,client,lawyers,The receptionist greeted the client of the lawyers that MASKTOKEN chatting.,The receptionist greeted the client of the lawyers that,$PL,The receptionist greeted the client of the lawyers that MASKTOKEN chatting.,wikitext-103_LSTM_400_12-d0.2.pt,0.1527690825739256
17a,English,Fernandez,high,pl,0,0,the clients,of the lawyer,clients,lawyer,The receptionist greeted the clients of the lawyer that MASKTOKEN chatting.,The receptionist greeted the clients of the lawyer that,$PL,The receptionist greeted the clients of the lawyer that MASKTOKEN chatting.,wikitext-103_LSTM_400_12-d0.2.pt,0.0624986540841021
18a,English,Fernandez,low,sg,1,0,the guards,of the ambassador,guards,ambassador,Nobody noticed the guards of the ambassador that MASKTOKEN hiding.,Nobody noticed the guards of the ambassador that,$SG,Nobody noticed the guards of the ambassador that MASKTOKEN hiding.,wikitext-103_LSTM_400_12-d0.2.pt,0.0319433413311571
18a,English,Fernandez,high,sg,1,0,the guard,of the ambassadors,guard,ambassadors,Nobody noticed the guard of the ambassadors that MASKTOKEN hiding.,Nobody noticed the guard of the ambassadors that,$SG,Nobody noticed the guard of the ambassadors that MASKTOKEN hiding.,wikitext-103_LSTM_400_12-d0.2.pt,0.0241908942009345
18a,English,Fernandez,low,pl,1,0,the guard,of the ambassadors,guard,ambassadors,Nobody noticed the guard of the ambassadors that MASKTOKEN hiding.,Nobody noticed the guard of the ambassadors that,$PL,Nobody noticed the guard of the ambassadors that MASKTOKEN hiding.,wikitext-103_LSTM_400_12-d0.2.pt,0.1622630722260396
18a,English,Fernandez,high,pl,1,0,the guards,of the ambassador,guards,ambassador,Nobody noticed the guards of the ambassador that MASKTOKEN hiding.,Nobody noticed the guards of the ambassador that,$PL,Nobody noticed the guards of the ambassador that MASKTOKEN hiding.,wikitext-103_LSTM_400_12-d0.2.pt,0.0387029168279013
19a,English,Fernandez,low,sg,0,0,the sons,of the delegate,sons,delegate,Ivana met the sons of the delegate that MASKTOKEN smoking.,Ivana met the sons of the delegate that,$SG,Ivana met the sons of the delegate that MASKTOKEN smoking.,wikitext-103_LSTM_400_12-d0.2.pt,0.0562122209369633
19a,English,Fernandez,high,sg,0,0,the son,of the delegates,son,delegates,Ivana met the son of the delegates that MASKTOKEN smoking.,Ivana met the son of the delegates that,$SG,Ivana met the son of the delegates that MASKTOKEN smoking.,wikitext-103_LSTM_400_12-d0.2.pt,0.0259061702501028
19a,English,Fernandez,low,pl,0,0,the son,of the delegates,son,delegates,Ivana met the son of the delegates that MASKTOKEN smoking.,Ivana met the son of the delegates that,$PL,Ivana met the son of the delegates that MASKTOKEN smoking.,wikitext-103_LSTM_400_12-d0.2.pt,0.143413842091217
