item,lang,expType,exp,contrast,AttachType,verbNum,N1_changed,N2_changed,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target,sent,model,prob,expCat,N2PropSource,N2Prop
7,Spanish,B5,rep,noAdj,ambi,sg,1,0,la manta,de la casa,manta,casa,El coleccionista perdió la manta de la casa que MASKTOKEN cerca de la mesa.,El coleccionista perdió la manta de la casa que,$ES_SG,El coleccionista perdió la manta de la casa que MASKTOKEN cerca de la mesa.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.1006129545343916,B,model,0.3333333333333333
8,Spanish,B5,rep,noAdj,ambi,sg,0,0,la pintura,de la playa,pintura,playa,Susana vendió la pintura de la playa que MASKTOKEN cera de sus amigos.,Susana vendió la pintura de la playa que,$ES_SG,Susana vendió la pintura de la playa que MASKTOKEN cera de sus amigos.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.0709269440449285,B,model,0.8333333333333334
9,Spanish,B5,rep,noAdj,ambi,sg,1,0,la pintura,del parque,pintura,parque,La crítica juzgó duramente la pintura del parque que MASKTOKEN ayer.,La crítica juzgó duramente la pintura del parque que,$ES_SG,La crítica juzgó duramente la pintura del parque que MASKTOKEN ayer.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.0807636343263749,B,model,0.16666666666666666
1,Spanish,B’,inanimposs,noAdj,ambi,sg,0,0,el libro,del estudiante,libro,estudiante,El profesor leía el libro del estudiante que MASKTOKEN en el salón.,El profesor leía el libro del estudiante que,$ES_SG,El profesor leía el libro del estudiante que MASKTOKEN en el salón.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.0102637018321203,B,model,0.8333333333333334
2,Spanish,B’,inanimposs,noAdj,ambi,sg,0,0,la maleta,del viajero,maleta,viajero,El revisor observaba la maleta del viajero que MASKTOKEN en la estación.,El revisor observaba la maleta del viajero que,$ES_SG,El revisor observaba la maleta del viajero que MASKTOKEN en la estación.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.0180104861886378,B,model,0.6666666666666666
3,Spanish,B’,inanimposs,noAdj,ambi,sg,0,0,el coche,del piloto,coche,piloto,Los mecánicos revisaban el coche del piloto que MASKTOKEN en la carrera.,Los mecánicos revisaban el coche del piloto que,$ES_SG,Los mecánicos revisaban el coche del piloto que MASKTOKEN en la carrera.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.1371635107133511,B,model,0.8333333333333334
4,Spanish,B’,inanimposs,noAdj,ambi,sg,0,1,el vestido,de la chica,vestido,chica,La modista cosía el vestido de la chica que MASKTOKEN en el suelo.,La modista cosía el vestido de la chica que,$ES_SG,La modista cosía el vestido de la chica que MASKTOKEN en el suelo.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.0496754342357523,B,model,0.0
5,Spanish,B’,inanimposs,noAdj,ambi,sg,0,0,el coche,del vecino,coche,vecino,Pedimos prestado el coche del vecino que MASKTOKEN por allí cerca.,Pedimos prestado el coche del vecino que,$ES_SG,Pedimos prestado el coche del vecino que MASKTOKEN por allí cerca.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.0875117163119031,B,model,0.0
6,Spanish,B’,inanimposs,noAdj,ambi,sg,0,1,el ordenador,del ministro,ordenador,ministro,Tuve que pedir prestado el ordenador del ministro que MASKTOKEN en el despacho al lado del mío.,Tuve que pedir prestado el ordenador del ministro que,$ES_SG,Tuve que pedir prestado el ordenador del ministro que MASKTOKEN en el despacho al lado del mío.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.0146799359845608,B,model,0.3333333333333333
1,Spanish,C,with,def,ambi,sg,1,1,la comida,con el tomate,comida,tomate,El conde pidió la comida con el tomate que MASKTOKEN especialmente bien.,El conde pidió la comida con el tomate que,$ES_SG,El conde pidió la comida con el tomate que MASKTOKEN especialmente bien.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.0458110646312863,C,model,0.5
2,Spanish,C,with,def,ambi,sg,1,1,el libro,con la cinta,libro,cinta,Laura perdió el libro con la cinta que MASKTOKEN en el salón.,Laura perdió el libro con la cinta que,$ES_SG,Laura perdió el libro con la cinta que MASKTOKEN en el salón.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.0822052213760448,C,model,0.8333333333333334
3,Spanish,C,with,def,ambi,sg,1,1,el sombrero,con la cuerda,sombrero,cuerda,Marta se puso el sombrero con la cuerda que MASKTOKEN en verano.,Marta se puso el sombrero con la cuerda que,$ES_SG,Marta se puso el sombrero con la cuerda que MASKTOKEN en verano.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.0769403039393784,C,model,0.8333333333333334
4,Spanish,C,with,def,ambi,sg,0,0,el ordenador,con la pantalla,ordenador,pantalla,Se decidió trasladar el ordenador con la pantalla que MASKTOKEN a otro edificio.,Se decidió trasladar el ordenador con la pantalla que,$ES_SG,Se decidió trasladar el ordenador con la pantalla que MASKTOKEN a otro edificio.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.0425731793186442,C,model,0.6666666666666666
5,Spanish,C,with,def,ambi,sg,0,1,la radio,con el cable,radio,cable,Quise llevarme la radio con el cable que MASKTOKEN por muy poco precio.,Quise llevarme la radio con el cable que,$ES_SG,Quise llevarme la radio con el cable que MASKTOKEN por muy poco precio.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.0385634642719039,C,model,0.5
6,Spanish,C,with,def,ambi,sg,0,1,la caja,con la flor,caja,flor,En la estantería guardo la caja con la flor que MASKTOKEN en el salón.,En la estantería guardo la caja con la flor que,$ES_SG,En la estantería guardo la caja con la flor que MASKTOKEN en el salón.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.0385173124374804,C,model,0.6666666666666666
7,Spanish,C,with,def,ambi,sg,0,1,del buque,con el pilar,buque,pilar,El capitán autorizó la salida del buque con el pilar que MASKTOKEN.,El capitán autorizó la salida del buque con el pilar que,$ES_SG,El capitán autorizó la salida del buque con el pilar que MASKTOKEN.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.0861359771461007,C,model,0.8333333333333334
8,Spanish,C,with,def,ambi,sg,1,1,la banda,con el diamante,banda,diamante,Llevé al joyero la banda con el diamante que MASKTOKEN en Colombia.,Llevé al joyero la banda con el diamante que,$ES_SG,Llevé al joyero la banda con el diamante que MASKTOKEN en Colombia.,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.0324977939890918,C,model,0.8333333333333334
9,Spanish,C,with,def,ambi,sg,0,0,la casa,con la piscina,casa,piscina,Al millonario se le mostró la casa con la piscina que MASKTOKEN en Colombia,Al millonario se le mostró la casa con la piscina que,$ES_SG,Al millonario se le mostró la casa con la piscina que MASKTOKEN en Colombia,es_lstm_hidden650_batch64_dropout0.2_lr20_1.pt,0.0685218976944825,C,model,0.3333333333333333
1,Spanish,A1,substance,def,ambi,sg,0,1,la mesa,de material,mesa,material,En el garaje guardamos la mesa de material que MASKTOKEN estas Navidades.,En el garaje guardamos la mesa de material que,$ES_SG,En el garaje guardamos la mesa de material que MASKTOKEN estas Navidades.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0956181639798935,A,model,0.16666666666666666
2,Spanish,A1,substance,def,ambi,sg,1,1,la vela,de mineral,vela,mineral,A mi hermana le regalaron la vela de mineral que MASKTOKEN en la bodega. ,A mi hermana le regalaron la vela de mineral que,$ES_SG,A mi hermana le regalaron la vela de mineral que MASKTOKEN en la bodega. ,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0753335492197093,A,model,0.6666666666666666
3,Spanish,A1,substance,def,ambi,sg,1,1,la camisa,de tela,camisa,tela,Ayer me regalaron la camisa de tela que MASKTOKEN de contrabando.,Ayer me regalaron la camisa de tela que,$ES_SG,Ayer me regalaron la camisa de tela que MASKTOKEN de contrabando.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0383887464474874,A,model,0.0
4,Spanish,A1,substance,def,ambi,sg,0,1,la manta,de tela,manta,tela,Al final Tomás compró la manta de tela que MASKTOKEN muy cara.,Al final Tomás compró la manta de tela que,$ES_SG,Al final Tomás compró la manta de tela que MASKTOKEN muy cara.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0479640290147942,A,model,0.6666666666666666
5,Spanish,A1,substance,def,ambi,sg,1,0,la bolsa,de piel,bolsa,piel,María hizo la bolsa de piel que MASKTOKEN mucho.,María hizo la bolsa de piel que,$ES_SG,María hizo la bolsa de piel que MASKTOKEN mucho.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0561101686758892,A,model,0.6666666666666666
6,Spanish,A1,substance,def,ambi,sg,0,1,la campana,de metal,campana,metal,Por fin colocaron la campana de metal que MASKTOKEN de la fundición.,Por fin colocaron la campana de metal que,$ES_SG,Por fin colocaron la campana de metal que MASKTOKEN de la fundición.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0804476106868372,A,model,0.0
7,Spanish,A1,substance,def,ambi,sg,0,1,el pastel,de grano,pastel,grano,Ayer nos comimos el pastel de grano que MASKTOKEN en la tienda de productos orientales.,Ayer nos comimos el pastel de grano que,$ES_SG,Ayer nos comimos el pastel de grano que MASKTOKEN en la tienda de productos orientales.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0783470543961371,A,model,0.0
8,Spanish,A1,substance,def,ambi,sg,1,1,el vestido,de fibra,vestido,fibra,La joven actriz admiraba el vestido de fibra que MASKTOKEN muy bonita.,La joven actriz admiraba el vestido de fibra que,$ES_SG,La joven actriz admiraba el vestido de fibra que MASKTOKEN muy bonita.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0569609415855705,A,model,0.0
1,Spanish,A2,quantity,noAdj,ambi,sg,0,1,el vaso,de jugo,vaso,jugo,Juan pidió el vaso de jugo que MASKTOKEN encima de la mesa.,Juan pidió el vaso de jugo que,$ES_SG,Juan pidió el vaso de jugo que MASKTOKEN encima de la mesa.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0129550230174915,A,model,0.3333333333333333
2,Spanish,A2,quantity,noAdj,ambi,sg,0,1,la botella,de vino,botella,vino,A María le gustaba la botella de vino que MASKTOKEN en la bodega.,A María le gustaba la botella de vino que,$ES_SG,A María le gustaba la botella de vino que MASKTOKEN en la bodega.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.1029484748749611,A,model,0.0
3,Spanish,A2,quantity,noAdj,ambi,sg,1,1,la copa,de dulce,copa,dulce,Pedro se llevó la copa de dulce que MASKTOKEN al suelo.,Pedro se llevó la copa de dulce que,$ES_SG,Pedro se llevó la copa de dulce que MASKTOKEN al suelo.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0721552749223279,A,model,0.0
4,Spanish,A2,quantity,noAdj,ambi,sg,0,0,el saco,de arena,saco,arena,Andrés recogió el saco de arena que MASKTOKEN de la obra.,Andrés recogió el saco de arena que,$ES_SG,Andrés recogió el saco de arena que MASKTOKEN de la obra.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.055326208407493,A,model,0.0
5,Spanish,A2,quantity,noAdj,ambi,sg,0,1,el paquete,de carne,paquete,carne,El vendedor nos trajo el paquete de carne que MASKTOKEN en el mostrador.,El vendedor nos trajo el paquete de carne que,$ES_SG,El vendedor nos trajo el paquete de carne que MASKTOKEN en el mostrador.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0360096248180477,A,model,0.3333333333333333
6,Spanish,A2,quantity,noAdj,ambi,sg,0,0,la maleta,de ropa,maleta,ropa,Cuando vamos de camping llevamos la maleta de ropa que MASKTOKEN en verano.,Cuando vamos de camping llevamos la maleta de ropa que,$ES_SG,Cuando vamos de camping llevamos la maleta de ropa que MASKTOKEN en verano.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.116235733728768,A,model,0.3333333333333333
7,Spanish,A2,quantity,noAdj,ambi,sg,1,0,el caso,de manzana,caso,manzana,En el comedor encontrarás el caso de manzana que MASKTOKEN sobra la mesa.,En el comedor encontrarás el caso de manzana que,$ES_SG,En el comedor encontrarás el caso de manzana que MASKTOKEN sobra la mesa.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0395788610338874,A,model,0.16666666666666666
8,Spanish,A2,quantity,noAdj,ambi,sg,1,1,el paquete,de color,paquete,color,Julia recogió el paquete de color que MASKTOKEN sobra la mesa.,Julia recogió el paquete de color que,$ES_SG,Julia recogió el paquete de color que MASKTOKEN sobra la mesa.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0414109788145653,A,model,0.3333333333333333
9,Spanish,A2,quantity,noAdj,ambi,sg,1,1,la copa,de jugo,copa,jugo,Mi madre no vió la copa de jugo que MASKTOKEN de hormigas.,Mi madre no vió la copa de jugo que,$ES_SG,Mi madre no vió la copa de jugo que MASKTOKEN de hormigas.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0644963348834352,A,model,0.6666666666666666
1,Spanish,B1,kinship,def,ambi,sg,0,1,la pariente,del chico,pariente,chico,La maestra estuvo hablando con la pariente del chico que MASKTOKEN en el hospital.,La maestra estuvo hablando con la pariente del chico que,$ES_SG,La maestra estuvo hablando con la pariente del chico que MASKTOKEN en el hospital.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0902660063505076,B,model,0.0
2,Spanish,B1,kinship,def,ambi,sg,0,1,la hija,del maestro,hija,maestro,Los periodistas entrevistaron a la hija del maestro que MASKTOKEN un accidente.,Los periodistas entrevistaron a la hija del maestro que,$ES_SG,Los periodistas entrevistaron a la hija del maestro que MASKTOKEN un accidente.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.2239599174341661,B,model,0.0
3,Spanish,B1,kinship,def,ambi,sg,1,1,la chica,del trabajador,chica,trabajador,Andrés estuvo cenando con la sobrina del portero que MASKTOKEN el verano pasado.,Andrés estuvo cenando con la sobrina del portero que,$ES_SG,Andrés estuvo cenando con la sobrina del portero que MASKTOKEN el verano pasado.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0621688916556228,B,model,0.0
4,Spanish,B1,kinship,def,ambi,sg,1,1,la hermana,del ingeniero,hermana,ingeniero,Esta mañana me econtré con la tía del mecánico que MASKTOKEN en mi bloque de pisos.,Esta mañana me econtré con la tía del mecánico que,$ES_SG,Esta mañana me econtré con la tía del mecánico que MASKTOKEN en mi bloque de pisos.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.1016960198284619,B,model,0.0
5,Spanish,B1,kinship,def,ambi,sg,0,0,la prima,del pintor,prima,pintor,La policía detuvo a la prima del pintor que MASKTOKEN en Marbella.,La policía detuvo a la prima del pintor que,$ES_SG,La policía detuvo a la prima del pintor que MASKTOKEN en Marbella.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0400670398396645,B,model,0.3333333333333333
6,Spanish,B1,kinship,def,ambi,sg,0,0,la hermana,de la enfermera,hermana,enfermera,El portero conversaba con la hermana de la enfermera que MASKTOKEN amiga de mi madre.,El portero conversaba con la hermana de la enfermera que,$ES_SG,El portero conversaba con la hermana de la enfermera que MASKTOKEN amiga de mi madre.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.036277837890016,B,model,0.6666666666666666
7,Spanish,B1,kinship,def,ambi,sg,1,0,de la hermana,del directivo,hermana,directivo,Todos en la oficina sintieron la muerta de la hermana del directivo que MASKTOKEN trabajado tanto tiempo en la empresa.,Todos en la oficina sintieron la muerta de la hermana del directivo que,$ES_SG,Todos en la oficina sintieron la muerta de la hermana del directivo que MASKTOKEN trabajado tanto tiempo en la empresa.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0361166688007142,B,model,0.0
8,Spanish,B1,kinship,def,ambi,sg,1,0,el hermano,del estudiante extranjero,hermano,extranjero,A todos nuestros amigos les gustaba el hermano del estudiante extranjero que MASKTOKEN el verano pasado.,A todos nuestros amigos les gustaba el hermano del estudiante extranjero que,$ES_SG,A todos nuestros amigos les gustaba el hermano del estudiante extranjero que MASKTOKEN el verano pasado.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.2617151049864901,B,model,0.5
9,Spanish,B1,kinship,def,ambi,sg,1,1,la madre,de la muchacha,madre,muchacha,Estábamos preocupados por la madre de la muchacha que MASKTOKEN al hospital.,Estábamos preocupados por la madre de la muchacha que,$ES_SG,Estábamos preocupados por la madre de la muchacha que MASKTOKEN al hospital.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0649325619331022,B,model,1.0
1,Spanish,B2,functional,def,ambi,sg,0,1,al ayudante,del ministro,ayudante,ministro,La explosión ensordeció al ayudante del ministro que MASKTOKEN junto al almaén.,La explosión ensordeció al ayudante del ministro que,$ES_SG,La explosión ensordeció al ayudante del ministro que MASKTOKEN junto al almaén.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.1431953205153431,B,model,0.8333333333333334
2,Spanish,B2,functional,def,ambi,sg,1,0,al ayudante,del actor,ayudante,actor,La policía también detuvo al ayudante del actor que MASKTOKEN en la empresa. ,La policía también detuvo al ayudante del actor que,$ES_SG,La policía también detuvo al ayudante del actor que MASKTOKEN en la empresa. ,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.1541654120455049,B,model,1.0
3,Spanish,B2,functional,def,ambi,sg,1,1,al asistente,del director,asistente,director,El mes que viene envían al extranjero al asistente del director que MASKTOKEN un montón de horas en la oficina.,El mes que viene envían al extranjero al asistente del director que,$ES_SG,El mes que viene envían al extranjero al asistente del director que MASKTOKEN un montón de horas en la oficina.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0345388864116255,B,model,0.3333333333333333
4,Spanish,B2,functional,def,ambi,sg,0,0,la enfermera,del doctor,enfermera,doctor,A la mayoría de los enfermos les gustaba la enfermera del doctor que MASKTOKEN de empezar a trabajar en el hospital.,A la mayoría de los enfermos les gustaba la enfermera del doctor que,$ES_SG,A la mayoría de los enfermos les gustaba la enfermera del doctor que MASKTOKEN de empezar a trabajar en el hospital.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.1619311775824812,B,model,1.0
5,Spanish,B2,functional,def,ambi,sg,1,1,el alumno,del artista,alumno,artista,Estuve conversando con el alumno del artista que MASKTOKEN en Paris durante un tiempo.,Estuve conversando con el alumno del artista que,$ES_SG,Estuve conversando con el alumno del artista que MASKTOKEN en Paris durante un tiempo.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0505237052776073,B,model,1.0
