item,lang,expType,exp,contrast,N2Prop,AttachType,verbNum,N1_changed,N2_changed,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target,sent,/data/dccuchile/bert-base-spanish-wwm-uncased_prob,/data/mrm8488/RuPERTa-base_prob
3,Spanish,B3,possessive,noAdj,0.75,ambi,pl,1,1,los aparatos,de las telas,aparatos,telas,Varios hombres trasladaron los aparatos de las telas que se MASKTOKEN incendiado.,Varios hombres trasladaron los aparatos de las telas que se,$ES_PL,Varios hombres trasladaron los aparatos de las telas que se MASKTOKEN incendiado.,1.418352948846312,1.547106155299204
3,Spanish,B3,possessive,noAdj,0.75,low,pl,1,1,el aparato,de las telas,aparato,telas,Varios hombres trasladaron el aparato de las telas que se MASKTOKEN incendiado.,Varios hombres trasladaron el aparato de las telas que se,$ES_PL,Varios hombres trasladaron el aparato de las telas que se MASKTOKEN incendiado.,1.0051934832765215,1.1907892870547627
3,Spanish,B3,possessive,noAdj,0.75,high,pl,1,1,los aparatos,de la tela,aparatos,tela,Varios hombres trasladaron los aparatos de la tela que se MASKTOKEN incendiado.,Varios hombres trasladaron los aparatos de la tela que se,$ES_PL,Varios hombres trasladaron los aparatos de la tela que se MASKTOKEN incendiado.,0.0005818441653830562,1.2274369975307131
3,Spanish,B3,possessive,NP1Adj,0.75,ambi,sg,1,1,el aparato viejo,de la tela,viejo,tela,Varios hombres trasladaron el aparato viejo de la tela que se MASKTOKEN incendiado.,Varios hombres trasladaron el aparato viejo de la tela que se,$ES_SG,Varios hombres trasladaron el aparato viejo de la tela que se MASKTOKEN incendiado.,0.07663714226666161,0.8723741792851456
3,Spanish,B3,possessive,NP1Adj,0.75,low,sg,1,1,los aparatos viejas,de la tela,viejas,tela,Varios hombres trasladaron los aparatos viejas de la tela que se MASKTOKEN incendiado.,Varios hombres trasladaron los aparatos viejas de la tela que se,$ES_SG,Varios hombres trasladaron los aparatos viejas de la tela que se MASKTOKEN incendiado.,0.05712497686867045,0.18660025789027657
3,Spanish,B3,possessive,NP1Adj,0.75,high,sg,1,1,el aparato viejo,de las telas,viejo,telas,Varios hombres trasladaron el aparato viejo de las telas que se MASKTOKEN incendiado.,Varios hombres trasladaron el aparato viejo de las telas que se,$ES_SG,Varios hombres trasladaron el aparato viejo de las telas que se MASKTOKEN incendiado.,0.028426007088702854,0.04003384027124923
3,Spanish,B3,possessive,NP1Adj,0.75,ambi,pl,1,1,los aparatos viejas,de las telas,viejas,telas,Varios hombres trasladaron los aparatos viejas de las telas que se MASKTOKEN incendiado.,Varios hombres trasladaron los aparatos viejas de las telas que se,$ES_PL,Varios hombres trasladaron los aparatos viejas de las telas que se MASKTOKEN incendiado.,1.6464172036999472,1.6039182202426652
3,Spanish,B3,possessive,NP1Adj,0.75,low,pl,1,1,el aparato viejo,de las telas,viejo,telas,Varios hombres trasladaron el aparato viejo de las telas que se MASKTOKEN incendiado.,Varios hombres trasladaron el aparato viejo de las telas que se,$ES_PL,Varios hombres trasladaron el aparato viejo de las telas que se MASKTOKEN incendiado.,1.268218599360293,1.2319277025150939
3,Spanish,B3,possessive,NP1Adj,0.75,high,pl,1,1,los aparatos viejas,de la tela,viejas,tela,Varios hombres trasladaron los aparatos viejas de la tela que se MASKTOKEN incendiado.,Varios hombres trasladaron los aparatos viejas de la tela que se,$ES_PL,Varios hombres trasladaron los aparatos viejas de la tela que se MASKTOKEN incendiado.,0.001327944399421837,1.063045990393995
3,Spanish,B3,possessive,NP2Adj,0.75,ambi,sg,1,1,el aparato,de la tela vieja,aparato,vieja,Varios hombres trasladaron el aparato de la tela vieja que se MASKTOKEN incendiado.,Varios hombres trasladaron el aparato de la tela vieja que se,$ES_SG,Varios hombres trasladaron el aparato de la tela vieja que se MASKTOKEN incendiado.,0.042779249591841026,0.83094319237739
3,Spanish,B3,possessive,NP2Adj,0.75,low,sg,1,1,los aparatos,de la tela vieja,aparatos,vieja,Varios hombres trasladaron los aparatos de la tela vieja que se MASKTOKEN incendiado.,Varios hombres trasladaron los aparatos de la tela vieja que se,$ES_SG,Varios hombres trasladaron los aparatos de la tela vieja que se MASKTOKEN incendiado.,0.04075630148348008,0.19086440977918073
3,Spanish,B3,possessive,NP2Adj,0.75,high,sg,1,1,el aparato,de las telas viejas,aparato,viejas,Varios hombres trasladaron el aparato de las telas viejas que se MASKTOKEN incendiado.,Varios hombres trasladaron el aparato de las telas viejas que se,$ES_SG,Varios hombres trasladaron el aparato de las telas viejas que se MASKTOKEN incendiado.,0.016446239662712973,0.26212641892625754
3,Spanish,B3,possessive,NP2Adj,0.75,ambi,pl,1,1,los aparatos,de las telas viejas,aparatos,viejas,Varios hombres trasladaron los aparatos de las telas viejas que se MASKTOKEN incendiado.,Varios hombres trasladaron los aparatos de las telas viejas que se,$ES_PL,Varios hombres trasladaron los aparatos de las telas viejas que se MASKTOKEN incendiado.,1.5627575648598018,1.488688525306074
3,Spanish,B3,possessive,NP2Adj,0.75,low,pl,1,1,el aparato,de las telas viejas,aparato,viejas,Varios hombres trasladaron el aparato de las telas viejas que se MASKTOKEN incendiado.,Varios hombres trasladaron el aparato de las telas viejas que se,$ES_PL,Varios hombres trasladaron el aparato de las telas viejas que se MASKTOKEN incendiado.,1.1022382762475305,0.7708083890281614
3,Spanish,B3,possessive,NP2Adj,0.75,high,pl,1,1,los aparatos,de la tela vieja,aparatos,vieja,Varios hombres trasladaron los aparatos de la tela vieja que se MASKTOKEN incendiado.,Varios hombres trasladaron los aparatos de la tela vieja que se,$ES_PL,Varios hombres trasladaron los aparatos de la tela vieja que se MASKTOKEN incendiado.,0.0006413947293467394,0.9332171388916066
4,Spanish,B3,possessive,noAdj,0.3,ambi,sg,1,0,la demanda,de la empresa,demanda,empresa,Los consultores vendieron la demanda de la empresa que MASKTOKEN bajando la cotización.,Los consultores vendieron la demanda de la empresa que,$ES_SG,Los consultores vendieron la demanda de la empresa que MASKTOKEN bajando la cotización.,0.9129363811814972,0.5343656823126537
4,Spanish,B3,possessive,noAdj,0.3,low,sg,1,0,las demandas,de la empresa,demandas,empresa,Los consultores vendieron las demandas de la empresa que MASKTOKEN bajando la cotización.,Los consultores vendieron las demandas de la empresa que,$ES_SG,Los consultores vendieron las demandas de la empresa que MASKTOKEN bajando la cotización.,0.8447936819421682,0.4623999236195573
4,Spanish,B3,possessive,noAdj,0.3,high,sg,1,0,la demanda,de la empresas,demanda,empresas,Los consultores vendieron la demanda de la empresas que MASKTOKEN bajando la cotización.,Los consultores vendieron la demanda de la empresas que,$ES_SG,Los consultores vendieron la demanda de la empresas que MASKTOKEN bajando la cotización.,0.02871477740765105,0.0627215294992709
4,Spanish,B3,possessive,noAdj,0.3,ambi,pl,1,0,las demandas,de la empresas,demandas,empresas,Los consultores vendieron las demandas de la empresas que MASKTOKEN bajando la cotización.,Los consultores vendieron las demandas de la empresas que,$ES_PL,Los consultores vendieron las demandas de la empresas que MASKTOKEN bajando la cotización.,0.6254436538403758,0.57052866946173
4,Spanish,B3,possessive,noAdj,0.3,low,pl,1,0,la demanda,de la empresas,demanda,empresas,Los consultores vendieron la demanda de la empresas que MASKTOKEN bajando la cotización.,Los consultores vendieron la demanda de la empresas que,$ES_PL,Los consultores vendieron la demanda de la empresas que MASKTOKEN bajando la cotización.,0.6917703405038154,0.5814617978791432
4,Spanish,B3,possessive,noAdj,0.3,high,pl,1,0,las demandas,de la empresa,demandas,empresa,Los consultores vendieron las demandas de la empresa que MASKTOKEN bajando la cotización.,Los consultores vendieron las demandas de la empresa que,$ES_PL,Los consultores vendieron las demandas de la empresa que MASKTOKEN bajando la cotización.,0.05814681975198188,0.026456930603082185
4,Spanish,B3,possessive,NP1Adj,0.3,ambi,sg,1,0,la demanda nueva,de la empresa,nueva,empresa,Los consultores vendieron la demanda nueva de la empresa que MASKTOKEN bajando la cotización.,Los consultores vendieron la demanda nueva de la empresa que,$ES_SG,Los consultores vendieron la demanda nueva de la empresa que MASKTOKEN bajando la cotización.,0.8855634965225292,0.5308624345840371
4,Spanish,B3,possessive,NP1Adj,0.3,low,sg,1,0,las demandas nuevas,de la empresa,nuevas,empresa,Los consultores vendieron las demandas nuevas de la empresa que MASKTOKEN bajando la cotización.,Los consultores vendieron las demandas nuevas de la empresa que,$ES_SG,Los consultores vendieron las demandas nuevas de la empresa que MASKTOKEN bajando la cotización.,0.6968274444070048,0.4307675672633877
4,Spanish,B3,possessive,NP1Adj,0.3,high,sg,1,0,la demanda nueva,de la empresas,nueva,empresas,Los consultores vendieron la demanda nueva de la empresas que MASKTOKEN bajando la cotización.,Los consultores vendieron la demanda nueva de la empresas que,$ES_SG,Los consultores vendieron la demanda nueva de la empresas que MASKTOKEN bajando la cotización.,0.04679868026089107,0.09867294262193127
4,Spanish,B3,possessive,NP1Adj,0.3,ambi,pl,1,0,las demandas nuevas,de la empresas,nuevas,empresas,Los consultores vendieron las demandas nuevas de la empresas que MASKTOKEN bajando la cotización.,Los consultores vendieron las demandas nuevas de la empresas que,$ES_PL,Los consultores vendieron las demandas nuevas de la empresas que MASKTOKEN bajando la cotización.,0.5314695567045167,0.5806576941085808
4,Spanish,B3,possessive,NP1Adj,0.3,low,pl,1,0,la demanda nueva,de la empresas,nueva,empresas,Los consultores vendieron la demanda nueva de la empresas que MASKTOKEN bajando la cotización.,Los consultores vendieron la demanda nueva de la empresas que,$ES_PL,Los consultores vendieron la demanda nueva de la empresas que MASKTOKEN bajando la cotización.,0.6486174306381329,0.5256912838543428
4,Spanish,B3,possessive,NP1Adj,0.3,high,pl,1,0,las demandas nuevas,de la empresa,nuevas,empresa,Los consultores vendieron las demandas nuevas de la empresa que MASKTOKEN bajando la cotización.,Los consultores vendieron las demandas nuevas de la empresa que,$ES_PL,Los consultores vendieron las demandas nuevas de la empresa que MASKTOKEN bajando la cotización.,0.19627091313740674,0.029364649229307815
4,Spanish,B3,possessive,NP2Adj,0.3,ambi,sg,1,0,la demanda,de la empresa nueva,demanda,nueva,Los consultores vendieron la demanda de la empresa nueva que MASKTOKEN bajando la cotización.,Los consultores vendieron la demanda de la empresa nueva que,$ES_SG,Los consultores vendieron la demanda de la empresa nueva que MASKTOKEN bajando la cotización.,0.9227529094555944,0.49213991638814036
4,Spanish,B3,possessive,NP2Adj,0.3,low,sg,1,0,las demandas,de la empresa nueva,demandas,nueva,Los consultores vendieron las demandas de la empresa nueva que MASKTOKEN bajando la cotización.,Los consultores vendieron las demandas de la empresa nueva que,$ES_SG,Los consultores vendieron las demandas de la empresa nueva que MASKTOKEN bajando la cotización.,0.8921669029643158,0.43253501925985915
4,Spanish,B3,possessive,NP2Adj,0.3,high,sg,1,0,la demanda,de la empresas nuevas,demanda,nuevas,Los consultores vendieron la demanda de la empresas nuevas que MASKTOKEN bajando la cotización.,Los consultores vendieron la demanda de la empresas nuevas que,$ES_SG,Los consultores vendieron la demanda de la empresas nuevas que MASKTOKEN bajando la cotización.,0.05067975918519674,0.03768840172386234
4,Spanish,B3,possessive,NP2Adj,0.3,ambi,pl,1,0,las demandas,de la empresas nuevas,demandas,nuevas,Los consultores vendieron las demandas de la empresas nuevas que MASKTOKEN bajando la cotización.,Los consultores vendieron las demandas de la empresas nuevas que,$ES_PL,Los consultores vendieron las demandas de la empresas nuevas que MASKTOKEN bajando la cotización.,0.7129946398833926,0.5762162487722975
4,Spanish,B3,possessive,NP2Adj,0.3,low,pl,1,0,la demanda,de la empresas nuevas,demanda,nuevas,Los consultores vendieron la demanda de la empresas nuevas que MASKTOKEN bajando la cotización.,Los consultores vendieron la demanda de la empresas nuevas que,$ES_PL,Los consultores vendieron la demanda de la empresas nuevas que MASKTOKEN bajando la cotización.,0.752365008581565,0.6462025174865573
4,Spanish,B3,possessive,NP2Adj,0.3,high,pl,1,0,las demandas,de la empresa nueva,demandas,nueva,Los consultores vendieron las demandas de la empresa nueva que MASKTOKEN bajando la cotización.,Los consultores vendieron las demandas de la empresa nueva que,$ES_PL,Los consultores vendieron las demandas de la empresa nueva que MASKTOKEN bajando la cotización.,0.005586334046932373,0.02007253756360683
5,Spanish,B3,possessive,noAdj,0.61,ambi,sg,0,0,la biblioteca,de la escuela,biblioteca,escuela,El gobernador compró libros para la biblioteca de la escuela que MASKTOKEN de construir.,El gobernador compró libros para la biblioteca de la escuela que,$ES_SG,El gobernador compró libros para la biblioteca de la escuela que MASKTOKEN de construir.,0.10796925937769908,0.47753752736436184
5,Spanish,B3,possessive,noAdj,0.61,low,sg,0,0,las bibliotecas,de la escuela,bibliotecas,escuela,El gobernador compró libros para la biblioteca de la escuela que MASKTOKEN de construir.,El gobernador compró libros para la biblioteca de la escuela que,$ES_SG,El gobernador compró libros para la biblioteca de la escuela que MASKTOKEN de construir.,0.10796926038314547,0.47753752736436184
5,Spanish,B3,possessive,noAdj,0.61,high,sg,0,0,la biblioteca,de las escuelas,biblioteca,escuelas,El gobernador compró libros para la biblioteca de la escuela que MASKTOKEN de construir.,El gobernador compró libros para la biblioteca de la escuela que,$ES_SG,El gobernador compró libros para la biblioteca de la escuela que MASKTOKEN de construir.,0.10796925937769908,0.47753752736436184
5,Spanish,B3,possessive,noAdj,0.61,ambi,pl,0,0,las bibliotecas,de las escuelas,bibliotecas,escuelas,El gobernador compró libros para la biblioteca de la escuela que MASKTOKEN de construir.,El gobernador compró libros para la biblioteca de la escuela que,$ES_PL,El gobernador compró libros para la biblioteca de la escuela que MASKTOKEN de construir.,0.23734869919732995,0.06423790995893519
5,Spanish,B3,possessive,noAdj,0.61,low,pl,0,0,la biblioteca,de las escuelas,biblioteca,escuelas,El gobernador compró libros para la biblioteca de la escuela que MASKTOKEN de construir.,El gobernador compró libros para la biblioteca de la escuela que,$ES_PL,El gobernador compró libros para la biblioteca de la escuela que MASKTOKEN de construir.,0.23734868326414807,0.06423790995893519
5,Spanish,B3,possessive,noAdj,0.61,high,pl,0,0,las bibliotecas,de la escuela,bibliotecas,escuela,El gobernador compró libros para la biblioteca de la escuela que MASKTOKEN de construir.,El gobernador compró libros para la biblioteca de la escuela que,$ES_PL,El gobernador compró libros para la biblioteca de la escuela que MASKTOKEN de construir.,0.23734869919732995,0.06423790995893519
5,Spanish,B3,possessive,NP1Adj,0.61,ambi,sg,0,0,la biblioteca grande,de la escuela,grande,escuela,El gobernador compró libros para la biblioteca de la escuela que MASKTOKEN de construir.,El gobernador compró libros para la biblioteca de la escuela que,$ES_SG,El gobernador compró libros para la biblioteca de la escuela que MASKTOKEN de construir.,0.10796925937769908,0.47753752736436184
5,Spanish,B3,possessive,NP1Adj,0.61,low,sg,0,0,las bibliotecas grandes,de la escuela,grandes,escuela,El gobernador compró libros para la biblioteca de la escuela que MASKTOKEN de construir.,El gobernador compró libros para la biblioteca de la escuela que,$ES_SG,El gobernador compró libros para la biblioteca de la escuela que MASKTOKEN de construir.,0.10796926038314547,0.47753752736436184
