item,lang,expType,exp,contrast,N2Prop,AttachType,verbNum,N1_changed,N2_changed,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target,sent,/data/gpt2-xl_prob
2,English,B4,inherentposs,noAdj,0.5,low,sg,0,0,the branches,of the tree,branches,tree,Birds won’t be able to nest in the branches of the tree that MASKTOKEN cut last year.,Birds won’t be able to nest in the branches of the tree that,$SG,Birds won’t be able to nest in the branches of the tree that,0.1827407242351171
2,English,B4,inherentposs,noAdj,0.5,high,sg,0,0,the branch,of the trees,branch,trees,Birds won’t be able to nest in the branch of the trees that MASKTOKEN cut last year.,Birds won’t be able to nest in the branch of the trees that,$SG,Birds won’t be able to nest in the branch of the trees that,0.1267553306852136
2,English,B4,inherentposs,noAdj,0.5,ambi,pl,0,0,the branches,of the trees,branches,trees,Birds won’t be able to nest in the branches of the trees that MASKTOKEN cut last year.,Birds won’t be able to nest in the branches of the trees that,$PL,Birds won’t be able to nest in the branches of the trees that,0.4474012178547486
2,English,B4,inherentposs,noAdj,0.5,low,pl,0,0,the branch,of the trees,branch,trees,Birds won’t be able to nest in the branch of the trees that MASKTOKEN cut last year.,Birds won’t be able to nest in the branch of the trees that,$PL,Birds won’t be able to nest in the branch of the trees that,0.27709819535031244
2,English,B4,inherentposs,noAdj,0.5,high,pl,0,0,the branches,of the tree,branches,tree,Birds won’t be able to nest in the branches of the tree that MASKTOKEN cut last year.,Birds won’t be able to nest in the branches of the tree that,$PL,Birds won’t be able to nest in the branches of the tree that,0.10917919242492324
2,English,B4,inherentposs,NP1Adj,0.5,ambi,sg,0,0,the big branch,of the tree,branch,tree,Birds won’t be able to nest in the big branch of the tree that MASKTOKEN cut last year.,Birds won’t be able to nest in the big branch of the tree that,$SG,Birds won’t be able to nest in the big branch of the tree that,0.3799045544275419
2,English,B4,inherentposs,NP1Adj,0.5,low,sg,0,0,the big branches,of the tree,branches,tree,Birds won’t be able to nest in the big branches of the tree that MASKTOKEN cut last year.,Birds won’t be able to nest in the big branches of the tree that,$SG,Birds won’t be able to nest in the big branches of the tree that,0.13110736080890106
2,English,B4,inherentposs,NP1Adj,0.5,high,sg,0,0,the big branch,of the trees,branch,trees,Birds won’t be able to nest in the big branch of the trees that MASKTOKEN cut last year.,Birds won’t be able to nest in the big branch of the trees that,$SG,Birds won’t be able to nest in the big branch of the trees that,0.10625778702529676
2,English,B4,inherentposs,NP1Adj,0.5,ambi,pl,0,0,the big branches,of the trees,branches,trees,Birds won’t be able to nest in the big branches of the trees that MASKTOKEN cut last year.,Birds won’t be able to nest in the big branches of the trees that,$PL,Birds won’t be able to nest in the big branches of the trees that,0.5149585677628945
2,English,B4,inherentposs,NP1Adj,0.5,low,pl,0,0,the big branch,of the trees,branch,trees,Birds won’t be able to nest in the big branch of the trees that MASKTOKEN cut last year.,Birds won’t be able to nest in the big branch of the trees that,$PL,Birds won’t be able to nest in the big branch of the trees that,0.4794985637131983
2,English,B4,inherentposs,NP1Adj,0.5,high,pl,0,0,the big branches,of the tree,branches,tree,Birds won’t be able to nest in the big branches of the tree that MASKTOKEN cut last year.,Birds won’t be able to nest in the big branches of the tree that,$PL,Birds won’t be able to nest in the big branches of the tree that,0.25624960300185684
2,English,B4,inherentposs,NP2Adj,0.5,ambi,sg,0,0,the branch,of the big tree,branch,tree,Birds won’t be able to nest in the branch of the big tree that MASKTOKEN cut last year.,Birds won’t be able to nest in the branch of the big tree that,$SG,Birds won’t be able to nest in the branch of the big tree that,0.37583824214387107
2,English,B4,inherentposs,NP2Adj,0.5,low,sg,0,0,the branches,of the big tree,branches,tree,Birds won’t be able to nest in the branches of the big tree that MASKTOKEN cut last year.,Birds won’t be able to nest in the branches of the big tree that,$SG,Birds won’t be able to nest in the branches of the big tree that,0.40761778564354856
2,English,B4,inherentposs,NP2Adj,0.5,high,sg,0,0,the branch,of the big trees,branch,trees,Birds won’t be able to nest in the branch of the big trees that MASKTOKEN cut last year.,Birds won’t be able to nest in the branch of the big trees that,$SG,Birds won’t be able to nest in the branch of the big trees that,0.05685481761628974
2,English,B4,inherentposs,NP2Adj,0.5,ambi,pl,0,0,the branches,of the big trees,branches,trees,Birds won’t be able to nest in the branches of the big trees that MASKTOKEN cut last year.,Birds won’t be able to nest in the branches of the big trees that,$PL,Birds won’t be able to nest in the branches of the big trees that,0.5786622629451799
2,English,B4,inherentposs,NP2Adj,0.5,low,pl,0,0,the branch,of the big trees,branch,trees,Birds won’t be able to nest in the branch of the big trees that MASKTOKEN cut last year.,Birds won’t be able to nest in the branch of the big trees that,$PL,Birds won’t be able to nest in the branch of the big trees that,0.5098986997181427
2,English,B4,inherentposs,NP2Adj,0.5,high,pl,0,0,the branches,of the big tree,branches,tree,Birds won’t be able to nest in the branches of the big tree that MASKTOKEN cut last year.,Birds won’t be able to nest in the branches of the big tree that,$PL,Birds won’t be able to nest in the branches of the big tree that,0.07624630240051467
3,English,B4,inherentposs,noAdj,0.58,ambi,sg,0,0,the door,of the house,door,house,The car stopped in front of the door of the house that MASKTOKEN damaged.,The car stopped in front of the door of the house that,$SG,The car stopped in front of the door of the house that,0.1396127631367574
3,English,B4,inherentposs,noAdj,0.58,low,sg,0,0,the doors,of the house,doors,house,The car stopped in front of the doors of the house that MASKTOKEN damaged.,The car stopped in front of the doors of the house that,$SG,The car stopped in front of the doors of the house that,0.1533148358918517
3,English,B4,inherentposs,noAdj,0.58,high,sg,0,0,the door,of the houses,door,houses,The car stopped in front of the door of the houses that MASKTOKEN damaged.,The car stopped in front of the door of the houses that,$SG,The car stopped in front of the door of the houses that,0.03756628214346458
3,English,B4,inherentposs,noAdj,0.58,ambi,pl,0,0,the doors,of the houses,doors,houses,The car stopped in front of the doors of the houses that MASKTOKEN damaged.,The car stopped in front of the doors of the houses that,$PL,The car stopped in front of the doors of the houses that,0.31507156665298197
3,English,B4,inherentposs,noAdj,0.58,low,pl,0,0,the door,of the houses,door,houses,The car stopped in front of the door of the houses that MASKTOKEN damaged.,The car stopped in front of the door of the houses that,$PL,The car stopped in front of the door of the houses that,0.28518411758709483
3,English,B4,inherentposs,noAdj,0.58,high,pl,0,0,the doors,of the house,doors,house,The car stopped in front of the doors of the house that MASKTOKEN damaged.,The car stopped in front of the doors of the house that,$PL,The car stopped in front of the doors of the house that,0.020120005959053167
3,English,B4,inherentposs,NP1Adj,0.58,ambi,sg,0,0,the main door,of the house,door,house,The car stopped in front of the main door of the house that MASKTOKEN damaged.,The car stopped in front of the main door of the house that,$SG,The car stopped in front of the main door of the house that,0.15880132726210938
