item,lang,expType,exp,contrast,AttachType,verbNum,N1_changed,N2_changed,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target,sent,model,prob,expCat,N2PropSource,N2Prop
5,English,B’,inanimposs,noAdj,ambi,sg,0,0,the car,of the neighbor,car,neighbor,We borrowed the car of the neighbor that MASKTOKEN nearby.,We borrowed the car of the neighbor that,$SG,We borrowed the car of the neighbor that MASKTOKEN nearby.,wikitext-103_LSTM_400_25-d0.2.pt,0.0920430438988439,B,human,0.55
6,English,B’,inanimposs,noAdj,ambi,sg,0,0,the computer,of the secretary,computer,secretary,I had to borrow the computer of the secretary that MASKTOKEN in the office close to mine.,I had to borrow the computer of the secretary that,$SG,I had to borrow the computer of the secretary that MASKTOKEN in the office close to mine.,wikitext-103_LSTM_400_25-d0.2.pt,0.0975687187459151,B,human,0.55
1,English,C,with,def,ambi,sg,1,1,the sandwich,with the side,sandwich,side,The count ordered the sandwich with the side that MASKTOKEN prepared especially well.,The count ordered the sandwich with the side that,$SG,The count ordered the sandwich with the side that MASKTOKEN prepared especially well.,wikitext-103_LSTM_400_25-d0.2.pt,0.1457510788595435,C,human,0.74
2,English,C,with,def,ambi,sg,1,1,the book,with the label,book,label,Laura lost the book with the label that MASKTOKEN given to her.,Laura lost the book with the label that,$SG,Laura lost the book with the label that MASKTOKEN given to her.,wikitext-103_LSTM_400_25-d0.2.pt,0.0867395409132836,C,human,0.85
3,English,C,with,def,ambi,sg,1,1,the hat,with the dress,hat,dress,Marta was wearing the hat with the dress that MASKTOKEN worn in summer.,Marta was wearing the hat with the dress that,$SG,Marta was wearing the hat with the dress that MASKTOKEN worn in summer.,wikitext-103_LSTM_400_25-d0.2.pt,0.2628507274893641,C,human,0.56
4,English,C,with,def,ambi,sg,0,0,the computer,with the screen,computer,screen,It was agreed to move the computer with the screen that MASKTOKEN brought recently to another building.,It was agreed to move the computer with the screen that,$SG,It was agreed to move the computer with the screen that MASKTOKEN brought recently to another building.,wikitext-103_LSTM_400_25-d0.2.pt,0.1587649482912816,C,human,0.42
5,English,C,with,def,ambi,sg,0,1,the radio,with the speaker,radio,speaker,I wanted to take the radio with the speaker that MASKTOKEN bought for a very low price.,I wanted to take the radio with the speaker that,$SG,I wanted to take the radio with the speaker that MASKTOKEN bought for a very low price.,wikitext-103_LSTM_400_25-d0.2.pt,0.0907638973745861,C,human,0.38
6,English,C,with,def,ambi,sg,0,0,the box,with the cover,box,cover,On the shelf I keep the box with the cover that MASKTOKEN varnished. ,On the shelf I keep the box with the cover that,$SG,On the shelf I keep the box with the cover that MASKTOKEN varnished. ,wikitext-103_LSTM_400_25-d0.2.pt,0.3009103188959123,C,human,0.59
7,English,C,with,def,ambi,sg,0,1,the ship,with the pole,ship,pole,The captain authorized the departure of the ship with the pole that MASKTOKEN repaired.,The captain authorized the departure of the ship with the pole that,$SG,The captain authorized the departure of the ship with the pole that MASKTOKEN repaired.,wikitext-103_LSTM_400_25-d0.2.pt,0.1353184240649589,C,human,0.95
8,English,C,with,def,ambi,sg,1,1,the plate,with the candle,plate,candle,Yesterday I dropped the plate with the candle that MASKTOKEN made in Barcelona.,Yesterday I dropped the plate with the candle that,$SG,Yesterday I dropped the plate with the candle that MASKTOKEN made in Barcelona.,wikitext-103_LSTM_400_25-d0.2.pt,0.2639413664456258,C,human,0.82
9,English,C,with,def,ambi,sg,0,0,the house,with the pool,house,pool,The millionaire was shown the house with the pool that MASKTOKEN as big as half a football field.,The millionaire was shown the house with the pool that,$SG,The millionaire was shown the house with the pool that MASKTOKEN as big as half a football field.,wikitext-103_LSTM_400_25-d0.2.pt,0.2154392557074338,C,human,0.91
1,English,A1,substance,def,ambi,sg,0,0,the table,of wood,table,wood,In the garage we keep the table of wood that MASKTOKEN carved this Christmas holiday.,In the garage we keep the table of wood that,$SG,In the garage we keep the table of wood that MASKTOKEN carved this Christmas holiday.,bert-base-uncased,0.243454888026255,A,human,0.39
2,English,A1,substance,def,ambi,sg,0,1,the lamp,of material,lamp,material,To my sister they gave the lamp of material that MASKTOKEN polished until it looked like marble.,To my sister they gave the lamp of material that,$SG,To my sister they gave the lamp of material that MASKTOKEN polished until it looked like marble.,bert-base-uncased,0.6740639303124865,A,human,0.13
3,English,A1,substance,def,ambi,sg,1,1,the shirt,of fabric,shirt,fabric,Yesterday they gave me the shirt of fabric that MASKTOKEN illegally imported. ,Yesterday they gave me the shirt of fabric that,$SG,Yesterday they gave me the shirt of fabric that MASKTOKEN illegally imported. ,bert-base-uncased,0.8513873173450568,A,human,0.3
4,English,A1,substance,def,ambi,sg,1,0,the blanket,of material,blanket,material,In the end Tomas brought the blanket of material that MASKTOKEN very expensive.,In the end Tomas brought the blanket of material that,$SG,In the end Tomas brought the blanket of material that MASKTOKEN very expensive.,bert-base-uncased,0.845388468349412,A,human,0.21
5,English,A1,substance,def,ambi,sg,0,1,the belt,of hide,belt,hide,Maria made the belt of hide that MASKTOKEN liked a lot.,Maria made the belt of hide that,$SG,Maria made the belt of hide that MASKTOKEN liked a lot.,bert-base-uncased,0.0014149325520222,A,human,0.12
6,English,A1,substance,def,ambi,sg,0,1,the bell,of medal,bell,medal,Finally they placed the bell of medal that MASKTOKEN brought from the foundry.,Finally they placed the bell of medal that,$SG,Finally they placed the bell of medal that MASKTOKEN brought from the foundry.,bert-base-uncased,0.5457844648668084,A,human,0.09
7,English,A1,substance,def,ambi,sg,0,1,the cake,of grain,cake,grain,Yesterday we ate the cake of grain that MASKTOKEN sold in the oriental shop.,Yesterday we ate the cake of grain that,$SG,Yesterday we ate the cake of grain that MASKTOKEN sold in the oriental shop.,bert-base-uncased,0.6742397720587667,A,human,0.29
8,English,A1,substance,def,ambi,sg,1,1,the dress,of thread,dress,thread,The young actress admired the dress of thread that MASKTOKEN so beautiful.,The young actress admired the dress of thread that,$SG,The young actress admired the dress of thread that MASKTOKEN so beautiful.,bert-base-uncased,0.7479248545030212,A,human,0.12
1,English,A2,quantity,noAdj,ambi,sg,0,0,the glass,of water,glass,water,John asked for the glass of water that MASKTOKEN on the table.,John asked for the glass of water that,$SG,John asked for the glass of water that MASKTOKEN on the table.,bert-base-uncased,0.288798125325555,A,human,0.16
2,English,A2,quantity,noAdj,ambi,sg,0,1,the bottle,of spirit,bottle,spirit,Mary liked the bottle of spirit that MASKTOKEN in the wine cellar.,Mary liked the bottle of spirit that,$SG,Mary liked the bottle of spirit that MASKTOKEN in the wine cellar.,bert-base-uncased,0.4123508266985768,A,human,0.54
4,English,A2,quantity,noAdj,ambi,sg,0,0,the sack,of sand,sack,sand,Andres picked up the sack of sand that MASKTOKEN brought from the construction site.,Andres picked up the sack of sand that,$SG,Andres picked up the sack of sand that MASKTOKEN brought from the construction site.,bert-base-uncased,0.1863067065434043,A,human,0.56
5,English,A2,quantity,noAdj,ambi,sg,0,1,the package,of food,package,food,The clerk brought us the package of food that MASKTOKEN on the counter.,The clerk brought us the package of food that,$SG,The clerk brought us the package of food that MASKTOKEN on the counter.,bert-base-uncased,0.1822266974989366,A,human,0.28
7,English,A2,quantity,noAdj,ambi,sg,0,1,the basket,of fruit,basket,fruit,In the dining-room you will find the basket of fruit that MASKTOKEN on the table.,In the dining-room you will find the basket of fruit that,$SG,In the dining-room you will find the basket of fruit that MASKTOKEN on the table.,bert-base-uncased,0.790303965756356,A,human,0.7
8,English,A2,quantity,noAdj,ambi,sg,0,1,the can,of oil,can,oil,Julia picked up the can of oil that MASKTOKEN oily.,Julia picked up the can of oil that,$SG,Julia picked up the can of oil that MASKTOKEN oily.,bert-base-uncased,0.278028849885486,A,human,0.34
9,English,A2,quantity,noAdj,ambi,sg,0,1,the jar,of preserve,jar,preserve,My mother didn’t see the jar of preserve that MASKTOKEN crawling with ants.,My mother didn’t see the jar of preserve that,$SG,My mother didn’t see the jar of preserve that MASKTOKEN crawling with ants.,bert-base-uncased,0.9763603451587995,A,human,0.38
1,English,B1,kinship,def,ambi,sg,0,0,the relative,of the boy,relative,boy,The teacher was talking with the relative of the boy who MASKTOKEN in the hospital.,The teacher was talking with the relative of the boy who,$SG,The teacher was talking with the relative of the boy who MASKTOKEN in the hospital.,bert-base-uncased,0.9038774182188152,B,human,0.89
2,English,B1,kinship,def,ambi,sg,0,1,the daughter,of the captain,daughter,captain,The journalist had interviewed the daughter of the captain who MASKTOKEN in an accident.,The journalist had interviewed the daughter of the captain who,$SG,The journalist had interviewed the daughter of the captain who MASKTOKEN in an accident.,bert-base-uncased,0.0180944083050976,B,human,0.7
3,English,B1,kinship,def,ambi,sg,1,0,the relative,of the servant,relative,servant,Andres had dinner with the relative of the servant who MASKTOKEN happy last summer.,Andres had dinner with the relative of the servant who,$SG,Andres had dinner with the relative of the servant who MASKTOKEN happy last summer.,bert-base-uncased,0.8191116673901331,B,human,0.53
4,English,B1,kinship,def,ambi,sg,1,0,the mother,of the mechanic,mother,mechanic,This morning I met the mother of the mechanic who MASKTOKEN in the building where I live.,This morning I met the mother of the mechanic who,$SG,This morning I met the mother of the mechanic who MASKTOKEN in the building where I live.,bert-base-uncased,0.916315578841734,B,human,0.7
5,English,B1,kinship,def,ambi,sg,0,0,the cousin,of the artist,cousin,artist,The police arrested the cousin of the artist who MASKTOKEN in Marbella.,The police arrested the cousin of the artist who,$SG,The police arrested the cousin of the artist who MASKTOKEN in Marbella.,bert-base-uncased,0.2229071667239858,B,human,0.49
6,English,B1,kinship,def,ambi,sg,0,0,the sister,of the nurse,sister,nurse,The doorman was talking to the sister of the nurse who MASKTOKEN my mother’s friend.,The doorman was talking to the sister of the nurse who,$SG,The doorman was talking to the sister of the nurse who MASKTOKEN my mother’s friend.,bert-base-uncased,0.9913955846748252,B,human,0.72
7,English,B1,kinship,def,ambi,sg,1,0,the brother,of the director,brother,director,Everybody in the office felt sorry about the death of the brother of the director who MASKTOKEN in the corporation.,Everybody in the office felt sorry about the death of the brother of the director who,$SG,Everybody in the office felt sorry about the death of the brother of the director who MASKTOKEN in the corporation.,bert-base-uncased,0.3847372912742852,B,human,0.65
8,English,B1,kinship,def,ambi,sg,1,0,the friend,of the exchange student,friend,student,All of our friends liked the friend of the exchange student who MASKTOKEN visiting us.,All of our friends liked the friend of the exchange student who,$SG,All of our friends liked the friend of the exchange student who MASKTOKEN visiting us.,bert-base-uncased,0.9957783014288838,B,human,0.71
9,English,B1,kinship,def,ambi,sg,1,1,the mother,of the au pair,mother,pair,We were worried about the mother of the au pair who MASKTOKEN ill.,We were worried about the mother of the au pair who,$SG,We were worried about the mother of the au pair who MASKTOKEN ill.,bert-base-uncased,0.8817396141698353,B,human,0.2
1,English,B2,functional,def,ambi,sg,0,0,the assistant,of the inspector,assistant,inspector,The explosion deafened the assistant of the inspector who MASKTOKEN near the warehouse.,The explosion deafened the assistant of the inspector who,$SG,The explosion deafened the assistant of the inspector who MASKTOKEN near the warehouse.,bert-base-uncased,0.4690814271004933,B,human,0.26
2,English,B2,functional,def,ambi,sg,1,0,the driver,of the actor,driver,actor,The police arrested the driver of the actor who MASKTOKEN accused of dealing drugs.,The police arrested the driver of the actor who,$SG,The police arrested the driver of the actor who MASKTOKEN accused of dealing drugs.,bert-base-uncased,0.9780137508766354,B,human,0.44
3,English,B2,functional,def,ambi,sg,0,0,the secretary,of the manager,secretary,manager,Next month they will assign to the foreigner the secretary of the manager who MASKTOKEN long hours in the office.,Next month they will assign to the foreigner the secretary of the manager who,$SG,Next month they will assign to the foreigner the secretary of the manager who MASKTOKEN long hours in the office.,bert-base-uncased,0.8290004759994929,B,human,0.36
4,English,B2,functional,def,ambi,sg,0,0,the nurse,of the surgeon,nurse,surgeon,Most of the patients like the nurse of the surgeon who MASKTOKEN in the hospital.,Most of the patients like the nurse of the surgeon who,$SG,Most of the patients like the nurse of the surgeon who MASKTOKEN in the hospital.,bert-base-uncased,0.5701106753420477,B,human,0.45
5,English,B2,functional,def,ambi,sg,1,1,the pupil,of the dress maker,pupil,maker,I was talking to the pupil of the dress maker who MASKTOKEN in Paris for a while.,I was talking to the pupil of the dress maker who,$SG,I was talking to the pupil of the dress maker who MASKTOKEN in Paris for a while.,bert-base-uncased,0.502612795426093,B,human,0.4
6,English,B2,functional,def,ambi,sg,0,0,the advisor,of the assistant district attorney,advisor,attorney,Tomorrow I have a date with the advisor of the assistant district attorney that MASKTOKEN at Mary’s party.,Tomorrow I have a date with the advisor of the assistant district attorney that,$SG,Tomorrow I have a date with the advisor of the assistant district attorney that MASKTOKEN at Mary’s party.,bert-base-uncased,0.4628971947036941,B,human,0.28
