item,lang,exp,AttachType,antecedent,hasIC,verb,verbNum,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target,sent,model,prob
20,English,Rohde,low,NP2,1,mocked,pl,the fan,the singers,fan,singers,The man mocked the fan of the singers who MASKTOKEN continually stage diving and getting hurt.,The man mocked the fan of the singers who,$PL,The man mocked the fan of the singers who MASKTOKEN continually stage diving and getting hurt.,wikitext-103_LSTM_400_16-d0.2.pt,0.235209470832423
20,English,Rohde,high,NP1,1,mocked,pl,the fans,the singer,fans,singer,The man mocked the fans of the singer who MASKTOKEN continually stage diving and getting hurt.,The man mocked the fans of the singer who,$PL,The man mocked the fans of the singer who MASKTOKEN continually stage diving and getting hurt.,wikitext-103_LSTM_400_16-d0.2.pt,0.044052393077363
20,English,Rohde,high,NP1,0,counted,sg,the fan,the singers,fan,singers,The man counted the fan of the singers who MASKTOKEN continually stage diving and getting hurt.,The man counted the fan of the singers who,$SG,The man counted the fan of the singers who MASKTOKEN continually stage diving and getting hurt.,wikitext-103_LSTM_400_16-d0.2.pt,0.026263723373078
20,English,Rohde,low,NP2,0,counted,sg,the fans,the singer,fans,singer,The man counted the fans of the singer who MASKTOKEN continually stage diving and getting hurt.,The man counted the fans of the singer who,$SG,The man counted the fans of the singer who MASKTOKEN continually stage diving and getting hurt.,wikitext-103_LSTM_400_16-d0.2.pt,0.145337582437126
20,English,Rohde,low,NP2,0,counted,pl,the fan,the singers,fan,singers,The man counted the fan of the singers who MASKTOKEN continually stage diving and getting hurt.,The man counted the fan of the singers who,$PL,The man counted the fan of the singers who MASKTOKEN continually stage diving and getting hurt.,wikitext-103_LSTM_400_16-d0.2.pt,0.27092911368746
20,English,Rohde,high,NP1,0,counted,pl,the fans,the singer,fans,singer,The man counted the fans of the singer who MASKTOKEN continually stage diving and getting hurt.,The man counted the fans of the singer who,$PL,The man counted the fans of the singer who MASKTOKEN continually stage diving and getting hurt.,wikitext-103_LSTM_400_16-d0.2.pt,0.074671819025625
1,English,Rohde,high,NP1,1,scolded,sg,the chef,the aristocrats,chef,aristocrats,The woman scolded the chef of the aristocrats who MASKTOKEN routinely letting food go to waste.,The woman scolded the chef of the aristocrats who,$SG,The woman scolded the chef of the aristocrats who MASKTOKEN routinely letting food go to waste.,wikitext-103_LSTM_400_17-d0.2.pt,0.028328898636309
1,English,Rohde,low,NP2,1,scolded,sg,the chefs,the aristocrat,chefs,aristocrat,The woman scolded the chefs of the aristocrat who MASKTOKEN routinely letting food go to waste.,The woman scolded the chefs of the aristocrat who,$SG,The woman scolded the chefs of the aristocrat who MASKTOKEN routinely letting food go to waste.,wikitext-103_LSTM_400_17-d0.2.pt,0.177275134265764
1,English,Rohde,low,NP2,1,scolded,pl,the chef,the aristocrats,chef,aristocrats,The woman scolded the chef of the aristocrats who MASKTOKEN routinely letting food go to waste.,The woman scolded the chef of the aristocrats who,$PL,The woman scolded the chef of the aristocrats who MASKTOKEN routinely letting food go to waste.,wikitext-103_LSTM_400_17-d0.2.pt,0.188496441872594
1,English,Rohde,high,NP1,1,scolded,pl,the chefs,the aristocrat,chefs,aristocrat,The woman scolded the chefs of the aristocrat who MASKTOKEN routinely letting food go to waste.,The woman scolded the chefs of the aristocrat who,$PL,The woman scolded the chefs of the aristocrat who MASKTOKEN routinely letting food go to waste.,wikitext-103_LSTM_400_17-d0.2.pt,0.051780474371174
1,English,Rohde,high,NP1,0,studied,sg,with the chef,the aristocrats,chef,aristocrats,The woman studied with the chef of the aristocrats who MASKTOKEN routinely letting food go to waste.,The woman studied with the chef of the aristocrats who,$SG,The woman studied with the chef of the aristocrats who MASKTOKEN routinely letting food go to waste.,wikitext-103_LSTM_400_17-d0.2.pt,0.082973066606805
1,English,Rohde,low,NP2,0,studied,sg,with the chefs,the aristocrat,chefs,aristocrat,The woman studied with the chefs of the aristocrat who MASKTOKEN routinely letting food go to waste.,The woman studied with the chefs of the aristocrat who,$SG,The woman studied with the chefs of the aristocrat who MASKTOKEN routinely letting food go to waste.,wikitext-103_LSTM_400_17-d0.2.pt,0.195221675635893
1,English,Rohde,low,NP2,0,studied,pl,with the chef,the aristocrats,chef,aristocrats,The woman studied with the chef of the aristocrats who MASKTOKEN routinely letting food go to waste.,The woman studied with the chef of the aristocrats who,$PL,The woman studied with the chef of the aristocrats who MASKTOKEN routinely letting food go to waste.,wikitext-103_LSTM_400_17-d0.2.pt,0.108543555597387
1,English,Rohde,high,NP1,0,studied,pl,with the chefs,the aristocrat,chefs,aristocrat,The woman studied with the chefs of the aristocrat who MASKTOKEN routinely letting food go to waste.,The woman studied with the chefs of the aristocrat who,$PL,The woman studied with the chefs of the aristocrat who MASKTOKEN routinely letting food go to waste.,wikitext-103_LSTM_400_17-d0.2.pt,0.049798418256319
2,English,Rohde,high,NP1,1,stared,sg,at the teacher,the second graders,teacher,graders,The man stared at the teacher of the second graders who MASKTOKEN definitely smartest in the school.,The man stared at the teacher of the second graders who,$SG,The man stared at the teacher of the second graders who MASKTOKEN definitely smartest in the school.,wikitext-103_LSTM_400_17-d0.2.pt,0.043059873343601
2,English,Rohde,low,NP2,1,stared,sg,at the teachers,the second grader,teachers,grader,The man stared at the teachers of the second grader who MASKTOKEN definitely smartest in the school.,The man stared at the teachers of the second grader who,$SG,The man stared at the teachers of the second grader who MASKTOKEN definitely smartest in the school.,wikitext-103_LSTM_400_17-d0.2.pt,0.285566816006837
2,English,Rohde,low,NP2,1,stared,pl,at the teacher,the second graders,teacher,graders,The man stared at the teacher of the second graders who MASKTOKEN definitely smartest in the school.,The man stared at the teacher of the second graders who,$PL,The man stared at the teacher of the second graders who MASKTOKEN definitely smartest in the school.,wikitext-103_LSTM_400_17-d0.2.pt,0.272439332930706
2,English,Rohde,high,NP1,1,stared,pl,at the teachers,the second grader,teachers,grader,The man stared at the teachers of the second grader who MASKTOKEN definitely smartest in the school.,The man stared at the teachers of the second grader who,$PL,The man stared at the teachers of the second grader who MASKTOKEN definitely smartest in the school.,wikitext-103_LSTM_400_17-d0.2.pt,0.059895895909647
2,English,Rohde,high,NP1,0,lived,sg,next to the teacher,the second graders,teacher,graders,The man lived next to the teacher of the second graders who MASKTOKEN definitely smartest in the school.,The man lived next to the teacher of the second graders who,$SG,The man lived next to the teacher of the second graders who MASKTOKEN definitely smartest in the school.,wikitext-103_LSTM_400_17-d0.2.pt,0.028534621617461
2,English,Rohde,low,NP2,0,lived,sg,next to the teachers,the second grader,teachers,grader,The man lived next to the teachers of the second grader who MASKTOKEN definitely smartest in the school.,The man lived next to the teachers of the second grader who,$SG,The man lived next to the teachers of the second grader who MASKTOKEN definitely smartest in the school.,wikitext-103_LSTM_400_17-d0.2.pt,0.220254161891123
2,English,Rohde,low,NP2,0,lived,pl,next to the teacher,the second graders,teacher,graders,The man lived next to the teacher of the second graders who MASKTOKEN definitely smartest in the school.,The man lived next to the teacher of the second graders who,$PL,The man lived next to the teacher of the second graders who MASKTOKEN definitely smartest in the school.,wikitext-103_LSTM_400_17-d0.2.pt,0.213181479860487
2,English,Rohde,high,NP1,0,lived,pl,next to the teachers,the second grader,teachers,grader,The man lived next to the teachers of the second grader who MASKTOKEN definitely smartest in the school.,The man lived next to the teachers of the second grader who,$PL,The man lived next to the teachers of the second grader who MASKTOKEN definitely smartest in the school.,wikitext-103_LSTM_400_17-d0.2.pt,0.052738648827995
3,English,Rohde,high,NP1,1,assisted,sg,the maid,the executives,maid,executives,The woman assisted the maid of the executives who MASKTOKEN regularly late to work.,The woman assisted the maid of the executives who,$SG,The woman assisted the maid of the executives who MASKTOKEN regularly late to work.,wikitext-103_LSTM_400_17-d0.2.pt,0.024250752525634
3,English,Rohde,low,NP2,1,assisted,sg,the maids,the executive,maids,executive,The woman assisted the maids of the executive who MASKTOKEN regularly late to work.,The woman assisted the maids of the executive who,$SG,The woman assisted the maids of the executive who MASKTOKEN regularly late to work.,wikitext-103_LSTM_400_17-d0.2.pt,0.132825521186042
3,English,Rohde,low,NP2,1,assisted,pl,the maid,the executives,maid,executives,The woman assisted the maid of the executives who MASKTOKEN regularly late to work.,The woman assisted the maid of the executives who,$PL,The woman assisted the maid of the executives who MASKTOKEN regularly late to work.,wikitext-103_LSTM_400_17-d0.2.pt,0.190476161958191
3,English,Rohde,high,NP1,1,assisted,pl,the maids,the executive,maids,executive,The woman assisted the maids of the executive who MASKTOKEN regularly late to work.,The woman assisted the maids of the executive who,$PL,The woman assisted the maids of the executive who MASKTOKEN regularly late to work.,wikitext-103_LSTM_400_17-d0.2.pt,0.063091429915661
3,English,Rohde,high,NP1,0,joked,sg,with the maid,the executives,maid,executives,The woman joked with the maid of the executives who MASKTOKEN regularly late to work.,The woman joked with the maid of the executives who,$SG,The woman joked with the maid of the executives who MASKTOKEN regularly late to work.,wikitext-103_LSTM_400_17-d0.2.pt,0.02908157759064
3,English,Rohde,low,NP2,0,joked,sg,with the maids,the executive,maids,executive,The woman joked with the maids of the executive who MASKTOKEN regularly late to work.,The woman joked with the maids of the executive who,$SG,The woman joked with the maids of the executive who MASKTOKEN regularly late to work.,wikitext-103_LSTM_400_17-d0.2.pt,0.17203568846244
3,English,Rohde,low,NP2,0,joked,pl,with the maid,the executives,maid,executives,The woman joked with the maid of the executives who MASKTOKEN regularly late to work.,The woman joked with the maid of the executives who,$PL,The woman joked with the maid of the executives who MASKTOKEN regularly late to work.,wikitext-103_LSTM_400_17-d0.2.pt,0.188262326561378
3,English,Rohde,high,NP1,0,joked,pl,with the maids,the executive,maids,executives,The woman joked with the maids of the executive who MASKTOKEN regularly late to work.,The woman joked with the maids of the executive who,$PL,The woman joked with the maids of the executive who MASKTOKEN regularly late to work.,wikitext-103_LSTM_400_17-d0.2.pt,0.051403453979622
4,English,Rohde,high,NP1,1,trusted,sg,the captain,the sailors,captain,sailors,The man trusted the captain of the sailors who MASKTOKEN consistently weathered big storms.,The man trusted the captain of the sailors who,$SG,The man trusted the captain of the sailors who MASKTOKEN consistently weathered big storms.,wikitext-103_LSTM_400_17-d0.2.pt,0.056088159642696
4,English,Rohde,low,NP2,1,trusted,sg,the captains,the sailor,captains,sailor,The man trusted the captains of the sailor who MASKTOKEN consistently weathered big storms.,The man trusted the captains of the sailor who,$SG,The man trusted the captains of the sailor who MASKTOKEN consistently weathered big storms.,wikitext-103_LSTM_400_17-d0.2.pt,0.217272413682123
4,English,Rohde,low,NP2,1,trusted,pl,the captain,the sailors,captain,sailors,The man trusted the captain of the sailors who MASKTOKEN consistently weathered big storms.,The man trusted the captain of the sailors who,$PL,The man trusted the captain of the sailors who MASKTOKEN consistently weathered big storms.,wikitext-103_LSTM_400_17-d0.2.pt,0.229367884872359
