item,lang,exp,AttachType,gender,N1_changed,N2_changed,N1,N2,mask_sents,auto_sents,target,sent,model,prob
9,Spanish,5,high,f,0,0,de la sobrina,del maestro,Los chicos se burlaron de la sobrina del maestro que estaba MASKTOKEN en el parque.,Los chicos se burlaron de la sobrina del maestro que estaba,$ES_Adj_f,Los chicos se burlaron de la sobrina del maestro que estaba MASKTOKEN en el parque.,bert-base-spanish-wwm-uncased,0.2840152778445303
10,Spanish,5,low,m,0,1,la sirvienta,del rey,Mi madre discutió con la sirvienta del rey que estuvo MASKTOKEN la semana pasada.,Mi madre discutió con la sirvienta del rey que estuvo,$ES_Adj_m,Mi madre discutió con la sirvienta del rey que estuvo MASKTOKEN la semana pasada.,bert-base-spanish-wwm-uncased,0.0003211864884024
10,Spanish,5,high,m,0,1,el sirviente,de la reina,Mi madre discutió con el sirviente de la reina que estuvo MASKTOKEN la semana pasada.,Mi madre discutió con el sirviente de la reina que estuvo,$ES_Adj_m,Mi madre discutió con el sirviente de la reina que estuvo MASKTOKEN la semana pasada.,bert-base-spanish-wwm-uncased,0.0072015690026792
10,Spanish,5,low,f,0,1,el sirviente,de la reina,Mi madre discutió con el sirviente de la reina que estuvo MASKTOKEN la semana pasada.,Mi madre discutió con el sirviente de la reina que estuvo,$ES_Adj_f,Mi madre discutió con el sirviente de la reina que estuvo MASKTOKEN la semana pasada.,bert-base-spanish-wwm-uncased,0.0002929877360881
10,Spanish,5,high,f,0,1,la sirvienta,del rey,Mi madre discutió con la sirvienta del rey que estuvo MASKTOKEN la semana pasada.,Mi madre discutió con la sirvienta del rey que estuvo,$ES_Adj_f,Mi madre discutió con la sirvienta del rey que estuvo MASKTOKEN la semana pasada.,bert-base-spanish-wwm-uncased,0.0125463895056922
11,Spanish,5,low,m,0,1,a la criada,del emperador,La policía detuvo a la criada del emperador que estuvo MASKTOKEN antes por escandalo.,La policía detuvo a la criada del emperador que estuvo,$ES_Adj_m,La policía detuvo a la criada del emperador que estuvo MASKTOKEN antes por escandalo.,bert-base-spanish-wwm-uncased,0.0203927778711092
11,Spanish,5,high,m,0,1,al criado,de la emperatriz,La policía detuvo al criado de la emperatriz que estuvo MASKTOKEN antes por escandalo.,La policía detuvo al criado de la emperatriz que estuvo,$ES_Adj_m,La policía detuvo al criado de la emperatriz que estuvo MASKTOKEN antes por escandalo.,bert-base-spanish-wwm-uncased,0.5827735272886424
11,Spanish,5,low,f,0,1,al criado,de la emperatriz,La policía detuvo al criado de la emperatriz que estuvo MASKTOKEN antes por escandalo.,La policía detuvo al criado de la emperatriz que estuvo,$ES_Adj_f,La policía detuvo al criado de la emperatriz que estuvo MASKTOKEN antes por escandalo.,bert-base-spanish-wwm-uncased,0.0091153250264701
11,Spanish,5,high,f,0,1,a la criada,del emperador,La policía detuvo a la criada del emperador que estuvo MASKTOKEN antes por escandalo.,La policía detuvo a la criada del emperador que estuvo,$ES_Adj_f,La policía detuvo a la criada del emperador que estuvo MASKTOKEN antes por escandalo.,bert-base-spanish-wwm-uncased,0.5544298490665251
12,Spanish,5,low,m,1,0,a la ayudante,del doctor,Esta tarde he visto a la ayudante del doctor que había sido MASKTOKEN el año pasado.,Esta tarde he visto a la ayudante del doctor que había sido,$ES_Adj_m,Esta tarde he visto a la ayudante del doctor que había sido MASKTOKEN el año pasado.,bert-base-spanish-wwm-uncased,0.0255315829907103
12,Spanish,5,high,m,1,0,al ayudante,de la doctora,Esta tarde he visto al ayudante de la doctora que había sido MASKTOKEN el año pasado.,Esta tarde he visto al ayudante de la doctora que había sido,$ES_Adj_m,Esta tarde he visto al ayudante de la doctora que había sido MASKTOKEN el año pasado.,bert-base-spanish-wwm-uncased,0.2041594828517885
12,Spanish,5,low,f,1,0,al ayudante,de la doctora,Esta tarde he visto al ayudante de la doctora que había sido MASKTOKEN el año pasado.,Esta tarde he visto al ayudante de la doctora que había sido,$ES_Adj_f,Esta tarde he visto al ayudante de la doctora que había sido MASKTOKEN el año pasado.,bert-base-spanish-wwm-uncased,0.188747268256133
12,Spanish,5,high,f,1,0,a la ayudante,del doctor,Esta tarde he visto a la ayudante del doctor que había sido MASKTOKEN el año pasado.,Esta tarde he visto a la ayudante del doctor que había sido,$ES_Adj_f,Esta tarde he visto a la ayudante del doctor que había sido MASKTOKEN el año pasado.,bert-base-spanish-wwm-uncased,0.4414529164925236
13,Spanish,5,low,m,0,1,la abuela,del chico,Los chicos se reían con la abuela del chico que estaba MASKTOKEN con un traje nuevo.,Los chicos se reían con la abuela del chico que estaba,$ES_Adj_m,Los chicos se reían con la abuela del chico que estaba MASKTOKEN con un traje nuevo.,bert-base-spanish-wwm-uncased,0.5193617888722075
13,Spanish,5,high,m,0,1,el abuelo,de la chica,Los chicos se reían con el abuelo de la chica que estaba MASKTOKEN con un traje nuevo.,Los chicos se reían con el abuelo de la chica que estaba,$ES_Adj_m,Los chicos se reían con el abuelo de la chica que estaba MASKTOKEN con un traje nuevo.,bert-base-spanish-wwm-uncased,0.0598147085233319
13,Spanish,5,low,f,0,1,el abuelo,de la chica,Los chicos se reían con el abuelo de la chica que estaba MASKTOKEN con un traje nuevo.,Los chicos se reían con el abuelo de la chica que estaba,$ES_Adj_f,Los chicos se reían con el abuelo de la chica que estaba MASKTOKEN con un traje nuevo.,bert-base-spanish-wwm-uncased,0.5643060729093541
13,Spanish,5,high,f,0,1,la abuela,del chico,Los chicos se reían con la abuela del chico que estaba MASKTOKEN con un traje nuevo.,Los chicos se reían con la abuela del chico que estaba,$ES_Adj_f,Los chicos se reían con la abuela del chico que estaba MASKTOKEN con un traje nuevo.,bert-base-spanish-wwm-uncased,0.0215079930936639
13,Spanish,5,low,m,0,0,a la secretaria,del gerente,El cartero se acercó a la secretaria del gerente que estaba MASKTOKEN.,El cartero se acercó a la secretaria del gerente que estaba,$ES_Adj_m,El cartero se acercó a la secretaria del gerente que estaba MASKTOKEN.,bert-base-spanish-wwm-uncased,0.0198377251276236
13,Spanish,5,high,m,0,0,al secretario,de la gerente,El cartero se acercó al secretario de la gerente que estaba MASKTOKEN.,El cartero se acercó al secretario de la gerente que estaba,$ES_Adj_m,El cartero se acercó al secretario de la gerente que estaba MASKTOKEN.,bert-base-spanish-wwm-uncased,0.2383181478627845
13,Spanish,5,low,f,0,0,al secretario,de la gerente,El cartero se acercó al secretario de la gerente que estaba MASKTOKEN.,El cartero se acercó al secretario de la gerente que estaba,$ES_Adj_f,El cartero se acercó al secretario de la gerente que estaba MASKTOKEN.,bert-base-spanish-wwm-uncased,0.060975560205791
13,Spanish,5,high,f,0,0,a la secretaria,del gerente,El cartero se acercó a la secretaria del gerente que estaba MASKTOKEN.,El cartero se acercó a la secretaria del gerente que estaba,$ES_Adj_f,El cartero se acercó a la secretaria del gerente que estaba MASKTOKEN.,bert-base-spanish-wwm-uncased,0.2554765194490436
15,Spanish,5,low,m,0,0,de la nieta,del campesino,El turista hizo un dibujo de la nieta del campesino que estaba MASKTOKEN.,El turista hizo un dibujo de la nieta del campesino que estaba,$ES_Adj_m,El turista hizo un dibujo de la nieta del campesino que estaba MASKTOKEN.,bert-base-spanish-wwm-uncased,0.1328746495934126
15,Spanish,5,high,m,0,0,del nieto,de la campesina,El turista hizo un dibujo del nieto de la campesina que estaba MASKTOKEN.,El turista hizo un dibujo del nieto de la campesina que estaba,$ES_Adj_m,El turista hizo un dibujo del nieto de la campesina que estaba MASKTOKEN.,bert-base-spanish-wwm-uncased,0.0229116350124623
15,Spanish,5,low,f,0,0,del nieto,de la campesina,El turista hizo un dibujo del nieto de la campesina que estaba MASKTOKEN.,El turista hizo un dibujo del nieto de la campesina que estaba,$ES_Adj_f,El turista hizo un dibujo del nieto de la campesina que estaba MASKTOKEN.,bert-base-spanish-wwm-uncased,0.1242454485073253
15,Spanish,5,high,f,0,0,de la nieta,del campesino,El turista hizo un dibujo de la nieta del campesino que estaba MASKTOKEN.,El turista hizo un dibujo de la nieta del campesino que estaba,$ES_Adj_f,El turista hizo un dibujo de la nieta del campesino que estaba MASKTOKEN.,bert-base-spanish-wwm-uncased,0.0057663825101782
16,Spanish,5,low,m,0,0,la visitante,del paciente,La enfermera tropezó con la visitante del paciente que estaba MASKTOKEN.,La enfermera tropezó con la visitante del paciente que estaba,$ES_Adj_m,La enfermera tropezó con la visitante del paciente que estaba MASKTOKEN.,bert-base-spanish-wwm-uncased,0.1471185135054462
16,Spanish,5,high,m,0,0,el visitante,de la paciente,La enfermera tropezó con el visitante de la paciente que estaba MASKTOKEN.,La enfermera tropezó con el visitante de la paciente que estaba,$ES_Adj_m,La enfermera tropezó con el visitante de la paciente que estaba MASKTOKEN.,bert-base-spanish-wwm-uncased,0.0302336494411049
16,Spanish,5,low,f,0,0,el visitante,de la paciente,La enfermera tropezó con el visitante de la paciente que estaba MASKTOKEN.,La enfermera tropezó con el visitante de la paciente que estaba,$ES_Adj_f,La enfermera tropezó con el visitante de la paciente que estaba MASKTOKEN.,bert-base-spanish-wwm-uncased,0.1968190747946137
16,Spanish,5,high,f,0,0,la visitante,del paciente,La enfermera tropezó con la visitante del paciente que estaba MASKTOKEN.,La enfermera tropezó con la visitante del paciente que estaba,$ES_Adj_f,La enfermera tropezó con la visitante del paciente que estaba MASKTOKEN.,bert-base-spanish-wwm-uncased,0.023722180495349
17,Spanish,5,low,m,0,1,a la hija,del inmigrante,El alguacil encerró a la hija del inmigrante que estaba MASKTOKEN pidiendo limosna.,El alguacil encerró a la hija del inmigrante que estaba,$ES_Adj_m,El alguacil encerró a la hija del inmigrante que estaba MASKTOKEN pidiendo limosna.,bert-base-spanish-wwm-uncased,0.197438858617143
17,Spanish,5,high,m,0,1,al hijo,de la inmigrante,El alguacil encerró al hijo de la inmigrante que estaba MASKTOKEN pidiendo limosna.,El alguacil encerró al hijo de la inmigrante que estaba,$ES_Adj_m,El alguacil encerró al hijo de la inmigrante que estaba MASKTOKEN pidiendo limosna.,bert-base-spanish-wwm-uncased,0.0232497056664835
17,Spanish,5,low,f,0,1,al hijo,de la inmigrante,El alguacil encerró al hijo de la inmigrante que estaba MASKTOKEN pidiendo limosna.,El alguacil encerró al hijo de la inmigrante que estaba,$ES_Adj_f,El alguacil encerró al hijo de la inmigrante que estaba MASKTOKEN pidiendo limosna.,bert-base-spanish-wwm-uncased,0.1376996994371507
17,Spanish,5,high,f,0,1,a la hija,del inmigrante,El alguacil encerró a la hija del inmigrante que estaba MASKTOKEN pidiendo limosna.,El alguacil encerró a la hija del inmigrante que estaba,$ES_Adj_f,El alguacil encerró a la hija del inmigrante que estaba MASKTOKEN pidiendo limosna.,bert-base-spanish-wwm-uncased,0.0048435754421628
18,Spanish,5,low,m,0,1,a la hermana,del propietario,Los rumores acusaban a la hermana del propietario que estaba MASKTOKEN.,Los rumores acusaban a la hermana del propietario que estaba,$ES_Adj_m,Los rumores acusaban a la hermana del propietario que estaba MASKTOKEN.,bert-base-spanish-wwm-uncased,0.0660178990943832
18,Spanish,5,high,m,0,1,al hermano,de la propietaria,Los rumores acusaban al hermano de la propietaria que estaba MASKTOKEN.,Los rumores acusaban al hermano de la propietaria que estaba,$ES_Adj_m,Los rumores acusaban al hermano de la propietaria que estaba MASKTOKEN.,bert-base-spanish-wwm-uncased,0.2893717430753945
18,Spanish,5,low,f,0,1,al hermano,de la propietaria,Los rumores acusaban al hermano de la propietaria que estaba MASKTOKEN.,Los rumores acusaban al hermano de la propietaria que estaba,$ES_Adj_f,Los rumores acusaban al hermano de la propietaria que estaba MASKTOKEN.,bert-base-spanish-wwm-uncased,0.1592790614830392
18,Spanish,5,high,f,0,1,a la hermana,del propietario,Los rumores acusaban a la hermana del propietario que estaba MASKTOKEN.,Los rumores acusaban a la hermana del propietario que estaba,$ES_Adj_f,Los rumores acusaban a la hermana del propietario que estaba MASKTOKEN.,bert-base-spanish-wwm-uncased,0.4357407604442866
19,Spanish,5,low,m,0,0,a la amiga,del estudiante,El detective hizo una foto a la amiga del estudiante que estaba MASKTOKEN.,El detective hizo una foto a la amiga del estudiante que estaba,$ES_Adj_m,El detective hizo una foto a la amiga del estudiante que estaba MASKTOKEN.,bert-base-spanish-wwm-uncased,0.0945357587313912
19,Spanish,5,high,m,0,0,al amigo,de la estudiante,El detective hizo una foto al amigo de la estudiante que estaba MASKTOKEN.,El detective hizo una foto al amigo de la estudiante que estaba,$ES_Adj_m,El detective hizo una foto al amigo de la estudiante que estaba MASKTOKEN.,bert-base-spanish-wwm-uncased,0.0179529772852448
19,Spanish,5,low,f,0,0,al amigo,de la estudiante,El detective hizo una foto al amigo de la estudiante que estaba MASKTOKEN.,El detective hizo una foto al amigo de la estudiante que estaba,$ES_Adj_f,El detective hizo una foto al amigo de la estudiante que estaba MASKTOKEN.,bert-base-spanish-wwm-uncased,0.1161831177565639
19,Spanish,5,high,f,0,0,a la amiga,del estudiante,El detective hizo una foto a la amiga del estudiante que estaba MASKTOKEN.,El detective hizo una foto a la amiga del estudiante que estaba,$ES_Adj_f,El detective hizo una foto a la amiga del estudiante que estaba MASKTOKEN.,bert-base-spanish-wwm-uncased,0.0435621868443931
20,Spanish,5,low,m,0,0,a la hermana,del ministro,María saludó a la hermana del ministro que estaba MASKTOKEN de volver a su pueblo.,María saludó a la hermana del ministro que estaba,$ES_Adj_m,María saludó a la hermana del ministro que estaba MASKTOKEN de volver a su pueblo.,bert-base-spanish-wwm-uncased,0.0424338110852386
20,Spanish,5,high,m,0,0,al hermano,de la ministra,María saludó al hermano de la ministra que estaba MASKTOKEN de volver a su pueblo.,María saludó al hermano de la ministra que estaba,$ES_Adj_m,María saludó al hermano de la ministra que estaba MASKTOKEN de volver a su pueblo.,bert-base-spanish-wwm-uncased,0.5158475897166914
20,Spanish,5,low,f,0,0,al hermano,de la ministra,María saludó al hermano de la ministra que estaba MASKTOKEN de volver a su pueblo.,María saludó al hermano de la ministra que estaba,$ES_Adj_f,María saludó al hermano de la ministra que estaba MASKTOKEN de volver a su pueblo.,bert-base-spanish-wwm-uncased,0.0325262110912342
20,Spanish,5,high,f,0,0,a la hermana,del ministro,María saludó a la hermana del ministro que estaba MASKTOKEN de volver a su pueblo.,María saludó a la hermana del ministro que estaba,$ES_Adj_f,María saludó a la hermana del ministro que estaba MASKTOKEN de volver a su pueblo.,bert-base-spanish-wwm-uncased,0.44110398260881
21,Spanish,5,low,m,0,1,la amiga,del jefe,Ayer me encontré con la amiga del jefe que fue MASKTOKEN de nuestra empresa.,Ayer me encontré con la amiga del jefe que fue,$ES_Adj_m,Ayer me encontré con la amiga del jefe que fue MASKTOKEN de nuestra empresa.,bert-base-spanish-wwm-uncased,0.0143253245753943
21,Spanish,5,high,m,0,1,el amigo,de la jefa,Ayer me encontré con el amigo de la jefa que fue MASKTOKEN de nuestra empresa.,Ayer me encontré con el amigo de la jefa que fue,$ES_Adj_m,Ayer me encontré con el amigo de la jefa que fue MASKTOKEN de nuestra empresa.,bert-base-spanish-wwm-uncased,0.2545547925093593
21,Spanish,5,low,f,0,1,el amigo,de la jefa,Ayer me encontré con el amigo de la jefa que fue MASKTOKEN de nuestra empresa.,Ayer me encontré con el amigo de la jefa que fue,$ES_Adj_f,Ayer me encontré con el amigo de la jefa que fue MASKTOKEN de nuestra empresa.,bert-base-spanish-wwm-uncased,0.0068103457767093
21,Spanish,5,high,f,0,1,la amiga,del jefe,Ayer me encontré con la amiga del jefe que fue MASKTOKEN de nuestra empresa.,Ayer me encontré con la amiga del jefe que fue,$ES_Adj_f,Ayer me encontré con la amiga del jefe que fue MASKTOKEN de nuestra empresa.,bert-base-spanish-wwm-uncased,0.1996071247482901
22,Spanish,5,low,m,0,1,a la secretaria,del gerente,El periodista entrevistó a la secretaria del gerente que estaba MASKTOKEN.,El periodista entrevistó a la secretaria del gerente que estaba,$ES_Adj_m,El periodista entrevistó a la secretaria del gerente que estaba MASKTOKEN.,bert-base-spanish-wwm-uncased,0.1160499920378339
22,Spanish,5,high,m,0,1,al secretario,de la gerente,El periodista entrevistó al secretario de la gerente que estaba MASKTOKEN.,El periodista entrevistó al secretario de la gerente que estaba,$ES_Adj_m,El periodista entrevistó al secretario de la gerente que estaba MASKTOKEN.,bert-base-spanish-wwm-uncased,0.0893698185682843
22,Spanish,5,low,f,0,1,al secretario,de la gerente,El periodista entrevistó al secretario de la gerente que estaba MASKTOKEN.,El periodista entrevistó al secretario de la gerente que estaba,$ES_Adj_f,El periodista entrevistó al secretario de la gerente que estaba MASKTOKEN.,bert-base-spanish-wwm-uncased,0.152895234403366
22,Spanish,5,high,f,0,1,a la secretaria,del gerente,El periodista entrevistó a la secretaria del gerente que estaba MASKTOKEN.,El periodista entrevistó a la secretaria del gerente que estaba,$ES_Adj_f,El periodista entrevistó a la secretaria del gerente que estaba MASKTOKEN.,bert-base-spanish-wwm-uncased,0.1023137820585549
23,Spanish,5,low,m,0,0,a la hermana,del chico,Pedro se divertía con a la hermana del chico que estaba MASKTOKEN.,Pedro se divertía con a la hermana del chico que estaba,$ES_Adj_m,Pedro se divertía con a la hermana del chico que estaba MASKTOKEN.,bert-base-spanish-wwm-uncased,0.2038248309412302
