item,cond,adjunct,contrast,pronoun,og_sent,sent,mask_sents,auto_sents,target,model,surp
9,CATAMARAN-GEN-Match,No Constraint,Match,his,"After cornering his intern next to the water cooler, Robert loudly insulted Jorge much to everyone's horror.","After cornering his intern next to the water cooler, the MASKTOKEN loudly insulted Jorge much to everyone's horror.","After cornering his intern next to the water cooler, the MASKTOKEN loudly insulted Jorge much to everyone's horror.","After cornering his intern next to the water cooler, the",man,wikitext-103_LSTM_400_15-d0.2.pt,7.819001197814941
10,CATAMARAN-GEN-Match,No Constraint,Match,his,"After weighing his patient on the scale, Jonathan calmly informed Steven that he should be concerned about the onset of gout.","After weighing his patient on the scale, the MASKTOKEN calmly informed Steven that he should be concerned about the onset of gout.","After weighing his patient on the scale, the MASKTOKEN calmly informed Steven that he should be concerned about the onset of gout.","After weighing his patient on the scale, the",man,wikitext-103_LSTM_400_15-d0.2.pt,8.464905738830566
10,CATAMARAN-OBJ-Misma,Constraint,Mismatch,her,"After weighing her on the scale, Jonathan calmly informed Michelle that she should be concerned about the onset of gout.","After weighing her on the scale, the MASKTOKEN calmly informed Michelle that she should be concerned about the onset of gout.","After weighing her on the scale, the MASKTOKEN calmly informed Michelle that she should be concerned about the onset of gout.","After weighing her on the scale, the",man,wikitext-103_LSTM_400_15-d0.2.pt,9.550895690917969
10,CATAMARAN-OBJ-Match,Constraint,Match,him,"After weighing him on the scale, Jonathan calmly informed Steven that he should be concerned about the onset of gout.","After weighing him on the scale, the MASKTOKEN calmly informed Steven that he should be concerned about the onset of gout.","After weighing him on the scale, the MASKTOKEN calmly informed Steven that he should be concerned about the onset of gout.","After weighing him on the scale, the",man,wikitext-103_LSTM_400_15-d0.2.pt,8.789153099060059
10,CATAMARAN-GEN-Misma,No Constraint,Mismatch,her,"After weighing her patient on the scale, Jonathan calmly informed Michelle that she should be concerned about the onset of gout.","After weighing her patient on the scale, the MASKTOKEN calmly informed Michelle that she should be concerned about the onset of gout.","After weighing her patient on the scale, the MASKTOKEN calmly informed Michelle that she should be concerned about the onset of gout.","After weighing her patient on the scale, the",man,wikitext-103_LSTM_400_15-d0.2.pt,8.921464920043945
11,CATAMARAN-GEN-Misma,No Constraint,Mismatch,her,"Before spotting her instructor at yoga class, Zachary secretly followed Kaitlyn around town.","Before spotting her instructor at yoga class, the MASKTOKEN secretly followed Kaitlyn around town.","Before spotting her instructor at yoga class, the MASKTOKEN secretly followed Kaitlyn around town.","Before spotting her instructor at yoga class, the",man,wikitext-103_LSTM_400_15-d0.2.pt,9.467384338378906
11,CATAMARAN-GEN-Match,No Constraint,Match,his,"Before spotting his instructor at yoga class, Zachary secretly followed Christian around town.","Before spotting his instructor at yoga class, the MASKTOKEN secretly followed Christian around town.","Before spotting his instructor at yoga class, the MASKTOKEN secretly followed Christian around town.","Before spotting his instructor at yoga class, the",man,wikitext-103_LSTM_400_15-d0.2.pt,9.140613555908203
11,CATAMARAN-OBJ-Misma,Constraint,Mismatch,her,"Before spotting her at yoga class, Zachary secretly followed Kaitlyn around town.","Before spotting her at yoga class, the MASKTOKEN secretly followed Kaitlyn around town.","Before spotting her at yoga class, the MASKTOKEN secretly followed Kaitlyn around town.","Before spotting her at yoga class, the",man,wikitext-103_LSTM_400_15-d0.2.pt,9.235603332519531
11,CATAMARAN-OBJ-Match,Constraint,Match,him,"Before spotting him at yoga class, Zachary secretly followed Christian around town.","Before spotting him at yoga class, the MASKTOKEN secretly followed Christian around town.","Before spotting him at yoga class, the MASKTOKEN secretly followed Christian around town.","Before spotting him at yoga class, the",man,wikitext-103_LSTM_400_15-d0.2.pt,9.02715301513672
12,CATAMARAN-OBJ-Match,Constraint,Match,him,"Before visiting him on Sunday afternoons, Benjamin usually called Jason up to confirm that he was still free.","Before visiting him on Sunday afternoons, the MASKTOKEN usually called Jason up to confirm that he was still free.","Before visiting him on Sunday afternoons, the MASKTOKEN usually called Jason up to confirm that he was still free.","Before visiting him on Sunday afternoons, the",man,wikitext-103_LSTM_400_15-d0.2.pt,9.503358840942385
12,CATAMARAN-GEN-Misma,No Constraint,Mismatch,her,"Before visiting her family on Sunday afternoons, Benjamin usually called Mary up to confirm that they were still free.","Before visiting her family on Sunday afternoons, the MASKTOKEN usually called Mary up to confirm that they were still free.","Before visiting her family on Sunday afternoons, the MASKTOKEN usually called Mary up to confirm that they were still free.","Before visiting her family on Sunday afternoons, the",man,wikitext-103_LSTM_400_15-d0.2.pt,9.920049667358398
12,CATAMARAN-GEN-Match,No Constraint,Match,his,"Before visiting his family on Sunday afternoons, Benjamin usually called Jason up to confirm that they were still free.","Before visiting his family on Sunday afternoons, the MASKTOKEN usually called Jason up to confirm that they were still free.","Before visiting his family on Sunday afternoons, the MASKTOKEN usually called Jason up to confirm that they were still free.","Before visiting his family on Sunday afternoons, the",man,wikitext-103_LSTM_400_15-d0.2.pt,9.462018013000488
12,CATAMARAN-OBJ-Misma,Constraint,Mismatch,her,"Before visiting her on Sunday afternoons, Benjamin usually called Mary up to confirm that she was still free.","Before visiting her on Sunday afternoons, the MASKTOKEN usually called Mary up to confirm that she was still free.","Before visiting her on Sunday afternoons, the MASKTOKEN usually called Mary up to confirm that she was still free.","Before visiting her on Sunday afternoons, the",man,wikitext-103_LSTM_400_15-d0.2.pt,9.594351768493652
13,CATAMARAN-OBJ-Misma,Constraint,Mismatch,him,"After having him in multiple classes, Jessica finally admitted to Richard that she was a little uncomfortable about the whole deal.","After having him in multiple classes, the MASKTOKEN finally admitted to Richard that she was a little uncomfortable about the whole deal.","After having him in multiple classes, the MASKTOKEN finally admitted to Richard that she was a little uncomfortable about the whole deal.","After having him in multiple classes, the",woman,wikitext-103_LSTM_400_15-d0.2.pt,10.83170223236084
13,CATAMARAN-OBJ-Match,Constraint,Match,her,"After having her in multiple classes, Jessica finally admitted to Sydney that she was a little uncomfortable about the whole deal.","After having her in multiple classes, the MASKTOKEN finally admitted to Sydney that she was a little uncomfortable about the whole deal.","After having her in multiple classes, the MASKTOKEN finally admitted to Sydney that she was a little uncomfortable about the whole deal.","After having her in multiple classes, the",woman,wikitext-103_LSTM_400_15-d0.2.pt,9.549537658691406
13,CATAMARAN-GEN-Misma,No Constraint,Mismatch,his,"After having his therapist in multiple classes, Jessica finally admitted to Richard that she was a little uncomfortable about the whole deal.","After having his therapist in multiple classes, the MASKTOKEN finally admitted to Richard that she was a little uncomfortable about the whole deal.","After having his therapist in multiple classes, the MASKTOKEN finally admitted to Richard that she was a little uncomfortable about the whole deal.","After having his therapist in multiple classes, the",woman,wikitext-103_LSTM_400_15-d0.2.pt,9.940150260925291
13,CATAMARAN-GEN-Match,No Constraint,Match,her,"After having her therapist in multiple classes, Jessica finally admitted to Sydney that she was a little uncomfortable about the whole deal.","After having her therapist in multiple classes, the MASKTOKEN finally admitted to Sydney that she was a little uncomfortable about the whole deal.","After having her therapist in multiple classes, the MASKTOKEN finally admitted to Sydney that she was a little uncomfortable about the whole deal.","After having her therapist in multiple classes, the",woman,wikitext-103_LSTM_400_15-d0.2.pt,8.789358139038086
14,CATAMARAN-GEN-Match,No Constraint,Match,her,"After buying her colleague a pumpkin-spice latte, Samantha generously offered Tiffany the best seat at the conference table.","After buying her colleague a pumpkin-spice latte, the MASKTOKEN generously offered Tiffany the best seat at the conference table.","After buying her colleague a pumpkin-spice latte, the MASKTOKEN generously offered Tiffany the best seat at the conference table.","After buying her colleague a pumpkin-spice latte, the",woman,wikitext-103_LSTM_400_15-d0.2.pt,9.021987915039062
14,CATAMARAN-OBJ-Misma,Constraint,Mismatch,him,"After buying him a pumpkin-spice latte, Samantha generously offered Austin the best seat at the conference table.","After buying him a pumpkin-spice latte, the MASKTOKEN generously offered Austin the best seat at the conference table.","After buying him a pumpkin-spice latte, the MASKTOKEN generously offered Austin the best seat at the conference table.","After buying him a pumpkin-spice latte, the",woman,wikitext-103_LSTM_400_15-d0.2.pt,9.941024780273438
14,CATAMARAN-OBJ-Match,Constraint,Match,her,"After buying her a pumpkin-spice latte, Samantha generously offered Tiffany the best seat at the conference table.","After buying her a pumpkin-spice latte, the MASKTOKEN generously offered Tiffany the best seat at the conference table.","After buying her a pumpkin-spice latte, the MASKTOKEN generously offered Tiffany the best seat at the conference table.","After buying her a pumpkin-spice latte, the",woman,wikitext-103_LSTM_400_15-d0.2.pt,9.354239463806152
