item,exp,contrast,top,middle,bottom,N1,N2,N3,N1_gender,N2_gender,N3_gender,mask_sents,auto_sents,target,sent,model,surp
20,1,Match_Match_Match,Match,Match,Match,businessman,actor,hero,m,m,m,the businessman told the actor that the hero would buy MASKTOKEN twenty yards ot fine silk.,the businessman told the actor that the hero would buy,him,the businessman told the actor that the hero would buy MASKTOKEN twenty yards ot fine silk.,wikitext-103_LSTM_400_18-d0.2.pt,6.362978458404541
20,1,Match_Match_Mismatch,Match,Match,Mismatch,businessman,actor,heroine,m,m,m,the businessman told the actor that the heroine would buy MASKTOKEN twenty yards ot fine silk.,the businessman told the actor that the heroine would buy,him,the businessman told the actor that the heroine would buy MASKTOKEN twenty yards ot fine silk.,wikitext-103_LSTM_400_18-d0.2.pt,6.593869209289551
20,1,Match_Mismatch_Match,Match,Mismatch,Match,businessman,actress,hero,m,f,f,the businessman told the actress that the hero would buy MASKTOKEN twenty yards ot fine silk.,the businessman told the actress that the hero would buy,him,the businessman told the actress that the hero would buy MASKTOKEN twenty yards ot fine silk.,wikitext-103_LSTM_400_18-d0.2.pt,6.692009925842285
20,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,businessman,actress,heroine,m,f,f,the businessman told the actress that the heroine would buy MASKTOKEN twenty yards ot fine silk.,the businessman told the actress that the heroine would buy,him,the businessman told the actress that the heroine would buy MASKTOKEN twenty yards ot fine silk.,wikitext-103_LSTM_400_18-d0.2.pt,6.75969934463501
20,1,Mismatch_Match_Match,Mismatch,Match,Match,business woman,actor,hero,f,m,m,the business woman told the actor that the hero would buy MASKTOKEN twenty yards ot fine silk.,the business woman told the actor that the hero would buy,him,the business woman told the actor that the hero would buy MASKTOKEN twenty yards ot fine silk.,wikitext-103_LSTM_400_18-d0.2.pt,6.531993865966797
20,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,business woman,actor,heroine,f,m,m,the business woman told the actor that the heroine would buy MASKTOKEN twenty yards ot fine silk.,the business woman told the actor that the heroine would buy,him,the business woman told the actor that the heroine would buy MASKTOKEN twenty yards ot fine silk.,wikitext-103_LSTM_400_18-d0.2.pt,6.746705055236816
20,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,business woman,actress,hero,f,f,f,the business woman told the actress that the hero would buy MASKTOKEN twenty yards ot fine silk.,the business woman told the actress that the hero would buy,him,the business woman told the actress that the hero would buy MASKTOKEN twenty yards ot fine silk.,wikitext-103_LSTM_400_18-d0.2.pt,6.730406284332275
20,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,business woman,actress,heroine,f,f,f,the business woman told the actress that the heroine would buy MASKTOKEN twenty yards ot fine silk.,the business woman told the actress that the heroine would buy,him,the business woman told the actress that the heroine would buy MASKTOKEN twenty yards ot fine silk.,wikitext-103_LSTM_400_18-d0.2.pt,6.819664478302002
21,1,Match_Match_Match,Match,Match,Match,boyfriend,prince,policeman,m,m,m,the boyfriend told the prince that the policeman would supply MASKTOKEN with the stolen equipment.,the boyfriend told the prince that the policeman would supply,him,the boyfriend told the prince that the policeman would supply MASKTOKEN with the stolen equipment.,wikitext-103_LSTM_400_18-d0.2.pt,5.122673988342285
21,1,Match_Match_Mismatch,Match,Match,Mismatch,boyfriend,prince,police woman,m,m,m,the boyfriend told the prince that the police woman would supply MASKTOKEN with the stolen equipment.,the boyfriend told the prince that the police woman would supply,him,the boyfriend told the prince that the police woman would supply MASKTOKEN with the stolen equipment.,wikitext-103_LSTM_400_18-d0.2.pt,5.772886753082275
21,1,Match_Mismatch_Match,Match,Mismatch,Match,boyfriend,princess,policeman,m,f,f,the boyfriend told the princess that the policeman would supply MASKTOKEN with the stolen equipment.,the boyfriend told the princess that the policeman would supply,him,the boyfriend told the princess that the policeman would supply MASKTOKEN with the stolen equipment.,wikitext-103_LSTM_400_18-d0.2.pt,5.272192478179932
21,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,boyfriend,princess,police woman,m,f,f,the boyfriend told the princess that the police woman would supply MASKTOKEN with the stolen equipment.,the boyfriend told the princess that the police woman would supply,him,the boyfriend told the princess that the police woman would supply MASKTOKEN with the stolen equipment.,wikitext-103_LSTM_400_18-d0.2.pt,5.903396129608154
21,1,Mismatch_Match_Match,Mismatch,Match,Match,girlfriend,prince,policeman,f,m,m,the girlfriend told the prince that the policeman would supply MASKTOKEN with the stolen equipment.,the girlfriend told the prince that the policeman would supply,him,the girlfriend told the prince that the policeman would supply MASKTOKEN with the stolen equipment.,wikitext-103_LSTM_400_18-d0.2.pt,5.335546493530273
21,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,girlfriend,prince,police woman,f,m,m,the girlfriend told the prince that the police woman would supply MASKTOKEN with the stolen equipment.,the girlfriend told the prince that the police woman would supply,him,the girlfriend told the prince that the police woman would supply MASKTOKEN with the stolen equipment.,wikitext-103_LSTM_400_18-d0.2.pt,5.96595573425293
21,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,girlfriend,princess,policeman,f,f,f,the girlfriend told the princess that the policeman would supply MASKTOKEN with the stolen equipment.,the girlfriend told the princess that the policeman would supply,him,the girlfriend told the princess that the policeman would supply MASKTOKEN with the stolen equipment.,wikitext-103_LSTM_400_18-d0.2.pt,5.300654411315918
21,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,girlfriend,princess,police woman,f,f,f,the girlfriend told the princess that the police woman would supply MASKTOKEN with the stolen equipment.,the girlfriend told the princess that the police woman would supply,him,the girlfriend told the princess that the police woman would supply MASKTOKEN with the stolen equipment.,wikitext-103_LSTM_400_18-d0.2.pt,5.99324369430542
22,1,Match_Match_Match,Match,Match,Match,grandfather,lord,hunter,m,m,m,the grandfather told the lord that the hunter would be proud of MASKTOKEN for saving the child's life.,the grandfather told the lord that the hunter would be proud of,him,the grandfather told the lord that the hunter would be proud of MASKTOKEN for saving the child's life.,wikitext-103_LSTM_400_18-d0.2.pt,5.761228084564209
22,1,Match_Match_Mismatch,Match,Match,Mismatch,grandfather,lord,female hunter,m,m,m,the grandfather told the lord that the female hunter would be proud of MASKTOKEN for saving the child's life.,the grandfather told the lord that the female hunter would be proud of,him,the grandfather told the lord that the female hunter would be proud of MASKTOKEN for saving the child's life.,wikitext-103_LSTM_400_18-d0.2.pt,6.462301731109619
22,1,Match_Mismatch_Match,Match,Mismatch,Match,grandfather,lady,hunter,m,f,f,the grandfather told the lady that the hunter would be proud of MASKTOKEN for saving the child's life.,the grandfather told the lady that the hunter would be proud of,him,the grandfather told the lady that the hunter would be proud of MASKTOKEN for saving the child's life.,wikitext-103_LSTM_400_18-d0.2.pt,5.9306721687316895
22,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,grandfather,lady,female hunter,m,f,f,the grandfather told the lady that the female hunter would be proud of MASKTOKEN for saving the child's life.,the grandfather told the lady that the female hunter would be proud of,him,the grandfather told the lady that the female hunter would be proud of MASKTOKEN for saving the child's life.,wikitext-103_LSTM_400_18-d0.2.pt,6.495722770690918
22,1,Mismatch_Match_Match,Mismatch,Match,Match,grandmother,lord,hunter,f,m,m,the grandmother told the lord that the hunter would be proud of MASKTOKEN for saving the child's life.,the grandmother told the lord that the hunter would be proud of,him,the grandmother told the lord that the hunter would be proud of MASKTOKEN for saving the child's life.,wikitext-103_LSTM_400_18-d0.2.pt,5.852195262908936
22,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,grandmother,lord,female hunter,f,m,m,the grandmother told the lord that the female hunter would be proud of MASKTOKEN for saving the child's life.,the grandmother told the lord that the female hunter would be proud of,him,the grandmother told the lord that the female hunter would be proud of MASKTOKEN for saving the child's life.,wikitext-103_LSTM_400_18-d0.2.pt,6.459383010864258
22,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,grandmother,lady,hunter,f,f,f,the grandmother told the lady that the hunter would be proud of MASKTOKEN for saving the child's life.,the grandmother told the lady that the hunter would be proud of,him,the grandmother told the lady that the hunter would be proud of MASKTOKEN for saving the child's life.,wikitext-103_LSTM_400_18-d0.2.pt,6.001651763916016
22,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,grandmother,lady,female hunter,f,f,f,the grandmother told the lady that the female hunter would be proud of MASKTOKEN for saving the child's life.,the grandmother told the lady that the female hunter would be proud of,him,the grandmother told the lady that the female hunter would be proud of MASKTOKEN for saving the child's life.,wikitext-103_LSTM_400_18-d0.2.pt,6.409816741943359
23,1,Match_Match_Match,Match,Match,Match,council man,king,lord,m,m,m,the council man told the king that the lord would be upset with MASKTOKEN when the news became known.,the council man told the king that the lord would be upset with,him,the council man told the king that the lord would be upset with MASKTOKEN when the news became known.,wikitext-103_LSTM_400_18-d0.2.pt,6.053333759307861
23,1,Match_Match_Mismatch,Match,Match,Mismatch,council man,king,lady,m,m,m,the council man told the king that the lady would be upset with MASKTOKEN when the news became known.,the council man told the king that the lady would be upset with,him,the council man told the king that the lady would be upset with MASKTOKEN when the news became known.,wikitext-103_LSTM_400_18-d0.2.pt,6.336726188659668
23,1,Match_Mismatch_Match,Match,Mismatch,Match,council man,queen,lord,m,f,f,the council man told the queen that the lord would be upset with MASKTOKEN when the news became known.,the council man told the queen that the lord would be upset with,him,the council man told the queen that the lord would be upset with MASKTOKEN when the news became known.,wikitext-103_LSTM_400_18-d0.2.pt,6.345565319061279
23,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,council man,queen,lady,m,f,f,the council man told the queen that the lady would be upset with MASKTOKEN when the news became known.,the council man told the queen that the lady would be upset with,him,the council man told the queen that the lady would be upset with MASKTOKEN when the news became known.,wikitext-103_LSTM_400_18-d0.2.pt,6.542278289794922
23,1,Mismatch_Match_Match,Mismatch,Match,Match,council woman,king,lord,f,m,m,the council woman told the king that the lord would be upset with MASKTOKEN when the news became known.,the council woman told the king that the lord would be upset with,him,the council woman told the king that the lord would be upset with MASKTOKEN when the news became known.,wikitext-103_LSTM_400_18-d0.2.pt,6.414012908935547
23,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,council woman,king,lady,f,m,m,the council woman told the king that the lady would be upset with MASKTOKEN when the news became known.,the council woman told the king that the lady would be upset with,him,the council woman told the king that the lady would be upset with MASKTOKEN when the news became known.,wikitext-103_LSTM_400_18-d0.2.pt,6.626317977905273
23,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,council woman,queen,lord,f,f,f,the council woman told the queen that the lord would be upset with MASKTOKEN when the news became known.,the council woman told the queen that the lord would be upset with,him,the council woman told the queen that the lord would be upset with MASKTOKEN when the news became known.,wikitext-103_LSTM_400_18-d0.2.pt,6.615365028381348
23,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,council woman,queen,lady,f,f,f,the council woman told the queen that the lady would be upset with MASKTOKEN when the news became known.,the council woman told the queen that the lady would be upset with,him,the council woman told the queen that the lady would be upset with MASKTOKEN when the news became known.,wikitext-103_LSTM_400_18-d0.2.pt,6.7585129737854
