item,exp,pronoun,cond,contrast,target_changed,mask_sents,auto_sents,target,sent,model,surp
19,1,she,f,Match,0,"When she arrived, the MASKTOKEN upset the policeman with the story.","When she arrived, the",lady,"When she arrived, the MASKTOKEN upset the policeman with the story.",wikitext-103_LSTM_400_15-d0.2.pt,10.77082633972168
19,1,he,f,Mismatch,0,"When he arrived, the MASKTOKEN upset the policeman with the story.","When he arrived, the",lady,"When he arrived, the MASKTOKEN upset the policeman with the story.",wikitext-103_LSTM_400_15-d0.2.pt,11.796133041381836
20,1,he,m,Match,0,"When he was appointed, the MASKTOKEN bribed the secretary shortly afterwards.","When he was appointed, the",chairman,"When he was appointed, the MASKTOKEN bribed the secretary shortly afterwards.",wikitext-103_LSTM_400_15-d0.2.pt,9.183260917663574
20,1,she,m,Mismatch,0,"When she was appointed, the MASKTOKEN bribed the secretary shortly afterwards.","When she was appointed, the",chairman,"When she was appointed, the MASKTOKEN bribed the secretary shortly afterwards.",wikitext-103_LSTM_400_15-d0.2.pt,9.556232452392578
20,1,she,f,Match,1,"When she was appointed, the MASKTOKEN bribed the chairman shortly afterwards.","When she was appointed, the",secretary,"When she was appointed, the MASKTOKEN bribed the chairman shortly afterwards.",wikitext-103_LSTM_400_15-d0.2.pt,9.190695762634276
20,1,he,f,Mismatch,1,"When he was appointed, the MASKTOKEN bribed the chairman shortly afterwards.","When he was appointed, the",secretary,"When he was appointed, the MASKTOKEN bribed the chairman shortly afterwards.",wikitext-103_LSTM_400_15-d0.2.pt,8.977073669433594
21,1,he,m,Match,1,"When he was fired, the MASKTOKEN blamed the woman for the mess.","When he was fired, the",man,"When he was fired, the MASKTOKEN blamed the woman for the mess.",wikitext-103_LSTM_400_15-d0.2.pt,8.115472793579102
21,1,she,m,Mismatch,1,"When she was fired, the MASKTOKEN blamed the woman for the mess.","When she was fired, the",man,"When she was fired, the MASKTOKEN blamed the woman for the mess.",wikitext-103_LSTM_400_15-d0.2.pt,8.430367469787598
21,1,she,f,Match,1,"When she was fired, the MASKTOKEN blamed the man for the mess.","When she was fired, the",woman,"When she was fired, the MASKTOKEN blamed the man for the mess.",wikitext-103_LSTM_400_15-d0.2.pt,9.355639457702637
21,1,he,f,Mismatch,1,"When he was fired, the MASKTOKEN blamed the man for the mess.","When he was fired, the",woman,"When he was fired, the MASKTOKEN blamed the man for the mess.",wikitext-103_LSTM_400_15-d0.2.pt,10.346556663513184
22,1,he,m,Match,1,"When he was close, the MASKTOKEN recognized the girl on the path.","When he was close, the",boy,"When he was close, the MASKTOKEN recognized the girl on the path.",wikitext-103_LSTM_400_15-d0.2.pt,9.46612548828125
22,1,she,m,Mismatch,1,"When she was close, the MASKTOKEN recognized the girl on the path.","When she was close, the",boy,"When she was close, the MASKTOKEN recognized the girl on the path.",wikitext-103_LSTM_400_15-d0.2.pt,9.684057235717772
22,1,she,f,Match,1,"When she was close, the MASKTOKEN recognized the boy on the path.","When she was close, the",girl,"When she was close, the MASKTOKEN recognized the boy on the path.",wikitext-103_LSTM_400_15-d0.2.pt,9.639403343200684
22,1,he,f,Mismatch,1,"When he was close, the MASKTOKEN recognized the boy on the path.","When he was close, the",girl,"When he was close, the MASKTOKEN recognized the boy on the path.",wikitext-103_LSTM_400_15-d0.2.pt,10.679853439331056
23,1,he,m,Match,0,"When he was retired, the MASKTOKEN visited the lady almost every day.","When he was retired, the",lord,"When he was retired, the MASKTOKEN visited the lady almost every day.",wikitext-103_LSTM_400_15-d0.2.pt,11.462515830993652
23,1,she,m,Mismatch,0,"When she was retired, the MASKTOKEN visited the lady almost every day.","When she was retired, the",lord,"When she was retired, the MASKTOKEN visited the lady almost every day.",wikitext-103_LSTM_400_15-d0.2.pt,11.563283920288086
23,1,she,f,Match,0,"When she was retired, the MASKTOKEN visited the lord almost every day.","When she was retired, the",lady,"When she was retired, the MASKTOKEN visited the lord almost every day.",wikitext-103_LSTM_400_15-d0.2.pt,11.035748481750488
23,1,he,f,Mismatch,0,"When he was retired, the MASKTOKEN visited the lord almost every day.","When he was retired, the",lady,"When he was retired, the MASKTOKEN visited the lord almost every day.",wikitext-103_LSTM_400_15-d0.2.pt,12.05140781402588
24,1,he,m,Match,1,"When he was abroad, the MASKTOKEN forgave the lady for all the troubles.","When he was abroad, the",lord,"When he was abroad, the MASKTOKEN forgave the lady for all the troubles.",wikitext-103_LSTM_400_15-d0.2.pt,11.079095840454102
24,1,she,m,Mismatch,1,"When she was abroad, the MASKTOKEN forgave the lady for all the troubles.","When she was abroad, the",lord,"When she was abroad, the MASKTOKEN forgave the lady for all the troubles.",wikitext-103_LSTM_400_15-d0.2.pt,11.191627502441406
24,1,she,f,Match,1,"When she was abroad, the MASKTOKEN forgave the duke for all the troubles.","When she was abroad, the",lady,"When she was abroad, the MASKTOKEN forgave the duke for all the troubles.",wikitext-103_LSTM_400_15-d0.2.pt,10.670928955078123
24,1,he,f,Mismatch,1,"When he was abroad, the MASKTOKEN forgave the duke for all the troubles.","When he was abroad, the",lady,"When he was abroad, the MASKTOKEN forgave the duke for all the troubles.",wikitext-103_LSTM_400_15-d0.2.pt,11.77575397491455
25,1,he,m,Match,0,"When he was discovered, the MASKTOKEN blamed the mistress straight away.","When he was discovered, the",husband,"When he was discovered, the MASKTOKEN blamed the mistress straight away.",wikitext-103_LSTM_400_15-d0.2.pt,12.800957679748535
25,1,she,m,Mismatch,0,"When she was discovered, the MASKTOKEN blamed the mistress straight away.","When she was discovered, the",husband,"When she was discovered, the MASKTOKEN blamed the mistress straight away.",wikitext-103_LSTM_400_15-d0.2.pt,11.559944152832031
25,1,she,f,Match,0,"When she was discovered, the MASKTOKEN blamed the husband straight away.","When she was discovered, the",mistress,"When she was discovered, the MASKTOKEN blamed the husband straight away.",wikitext-103_LSTM_400_15-d0.2.pt,15.589242935180664
25,1,he,f,Mismatch,0,"When he was discovered, the MASKTOKEN blamed the husband straight away.","When he was discovered, the",mistress,"When he was discovered, the MASKTOKEN blamed the husband straight away.",wikitext-103_LSTM_400_15-d0.2.pt,16.27436637878418
26,1,he,m,Match,1,"When he was busy, the MASKTOKEN avoided the lady as much as possible.","When he was busy, the",man,"When he was busy, the MASKTOKEN avoided the lady as much as possible.",wikitext-103_LSTM_400_15-d0.2.pt,8.208311080932617
26,1,she,m,Mismatch,1,"When she was busy, the MASKTOKEN avoided the lady as much as possible.","When she was busy, the",man,"When she was busy, the MASKTOKEN avoided the lady as much as possible.",wikitext-103_LSTM_400_15-d0.2.pt,8.563899040222168
26,1,she,f,Match,1,"When she was busy, the MASKTOKEN avoided the man as much as possible.","When she was busy, the",lady,"When she was busy, the MASKTOKEN avoided the man as much as possible.",wikitext-103_LSTM_400_15-d0.2.pt,10.429987907409668
26,1,he,f,Mismatch,1,"When he was busy, the MASKTOKEN avoided the man as much as possible.","When he was busy, the",lady,"When he was busy, the MASKTOKEN avoided the man as much as possible.",wikitext-103_LSTM_400_15-d0.2.pt,11.538972854614258
27,1,he,m,Match,0,"When he was twenty-one, the MASKTOKEN married the bride in the cathedral.","When he was twenty-one, the",prince,"When he was twenty-one, the MASKTOKEN married the bride in the cathedral.",wikitext-103_LSTM_400_15-d0.2.pt,9.391550064086914
27,1,she,m,Mismatch,0,"When she was twenty-one, the MASKTOKEN married the bride in the cathedral.","When she was twenty-one, the",prince,"When she was twenty-one, the MASKTOKEN married the bride in the cathedral.",wikitext-103_LSTM_400_15-d0.2.pt,9.259296417236328
27,1,she,f,Match,0,"When she was twenty-one, the MASKTOKEN married the prince in the cathedral.","When she was twenty-one, the",bride,"When she was twenty-one, the MASKTOKEN married the prince in the cathedral.",wikitext-103_LSTM_400_15-d0.2.pt,13.465773582458496
27,1,he,f,Mismatch,0,"When he was twenty-one, the MASKTOKEN married the prince in the cathedral.","When he was twenty-one, the",bride,"When he was twenty-one, the MASKTOKEN married the prince in the cathedral.",wikitext-103_LSTM_400_15-d0.2.pt,14.28396224975586
28,1,he,m,Match,0,"When he was annoyed, the MASKTOKEN disliked the maid very much.","When he was annoyed, the",general,"When he was annoyed, the MASKTOKEN disliked the maid very much.",wikitext-103_LSTM_400_15-d0.2.pt,8.841174125671387
28,1,she,m,Mismatch,0,"When she was annoyed, the MASKTOKEN disliked the maid very much.","When she was annoyed, the",general,"When she was annoyed, the MASKTOKEN disliked the maid very much.",wikitext-103_LSTM_400_15-d0.2.pt,9.163036346435549
28,1,she,f,Match,1,"When she was annoyed, the MASKTOKEN disliked the general very much.","When she was annoyed, the",maid,"When she was annoyed, the MASKTOKEN disliked the general very much.",wikitext-103_LSTM_400_15-d0.2.pt,14.40977382659912
28,1,he,f,Mismatch,1,"When he was annoyed, the MASKTOKEN disliked the general very much.","When he was annoyed, the",maid,"When he was annoyed, the MASKTOKEN disliked the general very much.",wikitext-103_LSTM_400_15-d0.2.pt,15.624728202819824
29,1,he,m,Match,1,"When he was in church, the MASKTOKEN congratulated the sister about the charity work.","When he was in church, the",priest,"When he was in church, the MASKTOKEN congratulated the sister about the charity work.",wikitext-103_LSTM_400_15-d0.2.pt,10.75312042236328
29,1,she,m,Mismatch,1,"When she was in church, the MASKTOKEN congratulated the sister about the charity work.","When she was in church, the",priest,"When she was in church, the MASKTOKEN congratulated the sister about the charity work.",wikitext-103_LSTM_400_15-d0.2.pt,11.12685775756836
29,1,she,f,Match,0,"When she was in church, the MASKTOKEN congratulated the priest about the charity work.","When she was in church, the",sister,"When she was in church, the MASKTOKEN congratulated the priest about the charity work.",wikitext-103_LSTM_400_15-d0.2.pt,11.59577465057373
29,1,he,f,Mismatch,0,"When he was in church, the MASKTOKEN congratulated the priest about the charity work.","When he was in church, the",sister,"When he was in church, the MASKTOKEN congratulated the priest about the charity work.",wikitext-103_LSTM_400_15-d0.2.pt,12.157419204711914
30,1,he,m,Match,0,"When he was banished, the MASKTOKEN missed the witch a great deal.","When he was banished, the",wizard,"When he was banished, the MASKTOKEN missed the witch a great deal.",wikitext-103_LSTM_400_15-d0.2.pt,14.935904502868652
30,1,she,m,Mismatch,0,"When she was banished, the MASKTOKEN missed the witch a great deal.","When she was banished, the",wizard,"When she was banished, the MASKTOKEN missed the witch a great deal.",wikitext-103_LSTM_400_15-d0.2.pt,15.05807399749756
30,1,she,f,Match,0,"When she was banished, the MASKTOKEN missed the wizard a great deal.","When she was banished, the",witch,"When she was banished, the MASKTOKEN missed the wizard a great deal.",wikitext-103_LSTM_400_15-d0.2.pt,14.53715705871582
30,1,he,f,Mismatch,0,"When he was banished, the MASKTOKEN missed the wizard a great deal.","When he was banished, the",witch,"When he was banished, the MASKTOKEN missed the wizard a great deal.",wikitext-103_LSTM_400_15-d0.2.pt,15.440659523010254
31,1,he,m,Match,0,"When he was angry, the MASKTOKEN ignored the lady all the time.","When he was angry, the",man,"When he was angry, the MASKTOKEN ignored the lady all the time.",wikitext-103_LSTM_400_15-d0.2.pt,8.041386604309082
31,1,she,m,Mismatch,0,"When she was angry, the MASKTOKEN ignored the lady all the time.","When she was angry, the",man,"When she was angry, the MASKTOKEN ignored the lady all the time.",wikitext-103_LSTM_400_15-d0.2.pt,8.341604232788086
31,1,she,f,Match,1,"When she was angry, the MASKTOKEN ignored the man all the time.","When she was angry, the",lady,"When she was angry, the MASKTOKEN ignored the man all the time.",wikitext-103_LSTM_400_15-d0.2.pt,11.19269561767578
31,1,he,f,Mismatch,1,"When he was angry, the MASKTOKEN ignored the man all the time.","When he was angry, the",lady,"When he was angry, the MASKTOKEN ignored the man all the time.",wikitext-103_LSTM_400_15-d0.2.pt,12.28016471862793
32,1,he,m,Match,0,"When he was distraught, the MASKTOKEN visited the nun straight away.","When he was distraught, the",bishop,"When he was distraught, the MASKTOKEN visited the nun straight away.",wikitext-103_LSTM_400_15-d0.2.pt,11.488539695739746
32,1,she,m,Mismatch,0,"When she was distraught, the MASKTOKEN visited the nun straight away.","When she was distraught, the",bishop,"When she was distraught, the MASKTOKEN visited the nun straight away.",wikitext-103_LSTM_400_15-d0.2.pt,11.793749809265137
32,1,she,f,Match,0,"When she was distraught, the MASKTOKEN visited the bishop straight away.","When she was distraught, the",nun,"When she was distraught, the MASKTOKEN visited the bishop straight away.",wikitext-103_LSTM_400_15-d0.2.pt,15.46407699584961
32,1,he,f,Mismatch,0,"When he was distraught, the MASKTOKEN visited the bishop straight away.","When he was distraught, the",nun,"When he was distraught, the MASKTOKEN visited the bishop straight away.",wikitext-103_LSTM_400_15-d0.2.pt,16.661130905151367
1,1,he,m,Match,1,"When he was off work, the MASKTOKEN pestered the waitress all the time.","When he was off work, the",waiter,"When he was off work, the MASKTOKEN pestered the waitress all the time.",wikitext-103_LSTM_400_16-d0.2.pt,15.416845321655272
1,1,she,m,Mismatch,1,"When she was off work, the MASKTOKEN pestered the waitress all the time.","When she was off work, the",waiter,"When she was off work, the MASKTOKEN pestered the waitress all the time.",wikitext-103_LSTM_400_16-d0.2.pt,15.681588172912598
1,1,she,f,Match,0,"When she was off work, the MASKTOKEN pestered the waiter all the time.","When she was off work, the",waitress,"When she was off work, the MASKTOKEN pestered the waiter all the time.",wikitext-103_LSTM_400_16-d0.2.pt,15.834882736206056
1,1,he,f,Mismatch,0,"When he was off work, the MASKTOKEN pestered the waiter all the time.","When he was off work, the",waitress,"When he was off work, the MASKTOKEN pestered the waiter all the time.",wikitext-103_LSTM_400_16-d0.2.pt,17.228574752807617
2,1,he,m,Match,0,"When he arrived, the MASKTOKEN recognized the woman at once.","When he arrived, the",chairman,"When he arrived, the MASKTOKEN recognized the woman at once.",wikitext-103_LSTM_400_16-d0.2.pt,11.834833145141602
2,1,she,m,Mismatch,0,"When she arrived, the MASKTOKEN recognized the woman at once.","When she arrived, the",chairman,"When she arrived, the MASKTOKEN recognized the woman at once.",wikitext-103_LSTM_400_16-d0.2.pt,12.64533519744873
